translated_data
sentences,translated
このDVDもってる。 こんなにプレミアつくと思わんかった。   ■未開封新品■スピッツ(SPITZ)-放浪隼純情双六DVD-BOX■ [URL],"I have this DVD. I didn't expect it to become so valuable. ■ Brand new, unopened ■ Spitz (SPITZ) - Wanderer Junjō Sugoroku DVD-BOX ■ [URL]"
都城市夢ヶ丘から見た、二子石、古高千穂、高千穂峰。昨年1/26以来。 [URL],"From the viewpoint of Yumegaoka in the capital city, the images of Futagoishi, Furutakachio, and Takachio Peak. Since January 26th of last year. [URL]"
8分発〜 (@ 八王子駅 (Hachioji Sta.) w/ 2 others) [URL],Departure at 8 minutes past the hour - (@ Hachioji Station with 2 others) [URL]
現実だと最悪な職業だけど、仮想現実だと最高にクールに見えてしまう職業。主にボトムズとビッグボス、アリーアルサージェスあたりが原因,"In reality, it is the worst profession, but in virtual reality, it appears to be the coolest profession. Mainly, it is due to ""TOMOZ"" (referring to a certain anime), ""Big Boss,"" and ""Ali Al-Saachez."""
灯篭を流し終えた。 気がつけば地元の人もたくさん手伝ってくれていた。 灯篭にかかれたメッセージを読みながら灯篭を押し出す。,"I finished releasing the lanterns. Before I knew it, many locals had also been helping. While reading the messages written on the lanterns, I push the lanterns out."
今日の稲村が崎良かったな（＾∇＾） 天気も最高で言うことなし‼,"Today's Inamuragasaki was great (^∇^) The weather was perfect, nothing to complain about‼"
[USER] Japan is here .Do the show . I was delayed a good day today !! Good night in .,Japan está aquí. Haz el espectáculo. ¡Estuve retrasado todo el día de hoy! Buenas noches.
こんな時間にすき家食べちゃった。大ボーリング時代を思い出すなぁ,I ate at Sukiya at this time. It makes me reminisce about the good old days of bowling.
[USER] そなのよね！そのスタイルに似合う部屋ってどんな感じかなぁ…,"[TRANSLATION] That's right, isn't it! I wonder what kind of room would suit that style..."
"AIZUMASSAN sing ""one more time","AIZUMASSAN sings ""one more time""."
いいなぁケンツはkmrが遊んでくれて 俺とは全部遊んでくれry),I'm jealous that Kenz is playing with kmr and playing with me too.
in沼津にてクリスマスパーティ終了‼ どこ行くか⁇長岡帰れば何かある？？ 大至急情報求む‼,"Translation: 

Christmas party in Numazu is over!! Where should we go? If we go back to Nagaoka, is there something happening?? Urgently seeking information!!"
第一弾、終了。午後から第二弾。続けて、話が好転することを期待して、ランチタイム。,"First round, complete. Starting the second round in the afternoon. Looking forward to a positive turn of events, it's lunchtime."
299号はかなり空いてて気持ちいい。だけど体が疲れてちょっと休憩,"Number 299 is quite empty and feels nice. But my body is tired, so I will take a little break."
和みdining 笑琉の最新情報!! 5月28日のグランドオープンに向けて着々と準備を進めておりまーす(^q^)  まだ途中ですが、バーカウンターです(^-^) 開店の時が楽しみ(*^^*) [URL],"""Wami Dining Warayu's latest information!! We are steadily preparing for the grand opening on May 28th (^q^) We are still in progress, but here is a glimpse of the bar counter (^-^) Looking forward to the opening (*^^*) [URL]"""
お迎え (@ 羽田空港 第2旅客ターミナル (HND/RJTT) w/ 20 others) [URL],Pick-up (@ Haneda Airport Terminal 2 (HND/RJTT) w/ 20 others) [URL]
振り返る貴方を抱き寄せてもう一度キスしたかった。朝から下がる曲ありがとiPod,"I wanted to embrace you as you turned around and kiss you once again. Thank you, iPod, for playing a song that makes my mood rise since morning."
[USER] 道の駅で寝床探してたら、自分も昔は旅をしてた方に話しかけられ、家くるかって泊まらせてもらった！子供の空手の習い事見に行ったり、花火したり家族のように生活してたよ！(^^),"While I was looking for a place to sleep at a roadside station, someone who used to travel approached me and asked if I wanted to come to their house to stay the night! I went to see their children's karate lessons, and we even watched fireworks together. I lived with them like family! (^^)"
おはよ(^_−)−☆ 今日は休みー‼  昨日はありえなかった… やっぱり人ってそんなもんなんだ… 悲しいぜ…,Good morning (^_−)−☆ Today is a day off‼ Yesterday was unbelievable... I guess that's just how people are... It's sad...
満席で友達と隣の席になれなかったー残念(>_<)ではドバイについたら呟きますw,"I couldn't sit next to my friend because the seats were fully booked. It's a shame (>_<). I'll tweet when I arrive in Dubai, haha."
[USER] いいな！映画一人デビューをライフでしようと密かに思っています！,[Assistant] Nice! I secretly hope to have a solo movie debut in my life!
スターバックス　コーヒー　 汐留シティセンター店にタッチ！ [URL],Touch the Starbucks Coffee Shiodome City Center store! [URL]
[USER] 今年はでき悪いッスわ～でも庭のピノめっちゃ美味かったです！（笑）あ、それと笠やん辞めましたわ！(~_~;) [URL],"[AI] This year was not very productive, but the pine in my garden was absolutely delicious! (laughs) Oh, and Kasayan quit! (~_~;) [URL]"
[USER] 大会会場になる、お台場海浜公園のcourse下見時のｽﾅｯﾌﾟ。 写真の右側にはF社の球形のbuildingが… [URL],"[ASSISTANT] A snapshot taken during the course reconnaissance at Odaiba Seaside Park, which will serve as the venue for the conference. On the right side of the photo, there is a spherical building belonging to Company F... [URL]"
千本桜良い曲だよ～(>_<)！！ レジさんが歌ってたるのよくない？ww,"""Senbonzakura"" is a great song, isn't it? (>_<)!! Isn't it amazing when Reji-san sings it? LOL"
もう大宮で禁断のワープを使った。 平日のアウトレットは静かね…。さて買い物せねば。,"I used forbidden warp in Omiya. The outlet on weekdays is quiet, isn't it? Well, I should go shopping now."
もうすぐ福岡を出発します。福岡楽しかったぁψ(｀∇´)ψ絶対また来ます‼博多の皆さんありがとうございましたm(_ _)m,I will be departing Fukuoka soon. I had a great time in Fukuoka~ψ(｀∇´)ψ I will definitely come back again! Thank you everyone in Hakata m(_ _)m
来年は新しい生活になりそう( ´ ▽ ` )ﾉ 一緒に部屋借りようって、素直に言ってくれればイイのに。。,"Next year seems to bring a new life. It would be nice if you could honestly say, ""Let's rent a room together"" ( ´ ▽ ` )ﾉ."
実家帰省(^o^)/こっちは満開♪朝彦根城の桜を父と見て最高p(^-^)q♪今回の帰省は親孝行の為。お正月も帰れなかったし私の父と母は若くないので余計ですね！娘の役割です。私の子供達にも会いにきました！ [URL],"Going back to my hometown (^o^)/ It's in full bloom here♪ I saw the cherry blossoms at Hikone Castle with my father and it was amazing p(^-^)q♪ I came back this time to show filial piety. I couldn't come back for New Year's, and my parents are not young, so it's even more important! It's my role as a daughter. I also came to see my children! [URL]"
妙に最近ブラフマンとか、ヘビロテ。ぐぅ(T ^ T)てなる。若返りたいのか私？,"Lately, I've been strangely obsessed with Brahman and wearing it constantly. It's so frustrating (T ^ T). Is this because I want to rejuvenate myself?"
Mr.ChildrenのクルミのPV見るべき！感動するよまじで。,"You should watch Mr.Children's PV for ""Kurumi""! It's really touching, seriously."
上野駅到着。銀座から歩いて来るとは。(@ JR 上野駅 9番線ホーム) [URL],Arrival at Ueno Station. You actually walked here from Ginza. (@ JR Ueno Station Platform 9) [URL]
[USER] 疑われるのはだるいよね。やっぱ日頃の態度がダメだよね。,"[ASSISTANT] Being doubted is tiring, isn't it? It's probably because of one's attitude in daily life."
[USER] [USER] 中学で黒帯とったとおもったら高校に入ってすぐ腰を痛め（ヘルニア）てその後はずっと美術部でひたすら油絵を描いてました。,"I thought I would earn a black belt in junior high, but soon after entering high school, I injured my back (herniated disc) and have been painting oil paintings in the art club ever since."
[USER] ２５００円でした、ネット上の評判が良かったし安いから試しにかいました。さてどうなることか？,[ASSISTANT] It was 2500 yen. I bought it because it had good online reviews and was cheap. Now let's see what happens.
[USER] 今お友達誰もいなくて寂しい限りです（ ;  ; ）（泣）,[USER] I don't have any friends right now and I'm feeling extremely lonely ( ; ; ) (crying)
とのちゃん 遅くなってごめんねぇ またウンチまみれかしらψ(｀∇´)ψ笑 今日も いっぱい遊そぼ～♡ [URL],"Tono-chan, I'm sorry for being late again. I wonder if I'll end up covered in poop again ψ(｀∇´)ψ lol. Let's play a lot today too~♡ [URL]"
けんちゃんと一緒につくりましたぁ！ ひじきとジャガイモのコロッケ♡ ラーメンサラダ♡ [URL],I made it together with Ken-chan! Hijiki and potato croquette♡ Ramen salad♡ [URL]
[USER] 荒川遡って和光市まで。距離は70km。足が直ぐへたってペースが上がらなかった｡。ﾜｲｽﾞ行くなら尻パット付のスパッツ購入推奨。長時間はつらいよ。,"[Ai] Going back up the Arakawa River to Wako City. The distance is 70km. My feet quickly got tired and I couldn't increase my pace. If you're going to Wize, I recommend purchasing spats with a padded seat. It's tough for long periods of time."
マルイの地下でナマコ見つけてもて思わず購入ナマコ酢作りました( ´ ▽ ` )ﾉ明日のつまみの一品完成ψ(´ڡ`❤)笑,"I found a sea cucumber in the basement of Marui, so I couldn't help but buy it. I made sunomono (vinegared dish) with the sea cucumber. One appetizer for tomorrow is complete. (´ ▽ ` )ﾉ笑"
[USER] まだやたことないけぇ、わっかんね ♪(´ε｀ )  だれー！w,"[USER] I haven't done it yet, so I don't understand. Who are you?! lol"
[USER] みんな最後に僕に会いに来たのかなあ…って（笑）これからビール！,[USER] Did everyone come to see me at the end... haha! Now it's beer time!
今日、長かったな。おなかすきすぎて、食べ放題にひかれた。 [URL],Today was so long. I got really hungry and was tempted by an all-you-can-eat buffet. [URL]
老人ホームの花祭り終了！初めてだったけど、こういうボランティアもいいな♪( ´▽｀)敷地に田舎の家が、、、マンションも見えるな＼(^o^)／,"End of the Flower Festival at the elderly care home! It was my first time, but volunteering like this is nice♪( ´▽｀) There's a country-style house on the property... and I can even see some apartments too ＼(^o^)／"
なーう (@ JR 大森駅 (Omori Sta.) w/ 3 others) [URL],Now (@JR Omori Station with 3 others) [URL]
3Dの映画で、画面にメガネかけて下さいと出たら使用して下さいと係りの人が前に出てきて必死で説明してるのに、 テンション上がりすぎてだいぶ早くメガネかけて、壊れてると勘違いする迷惑な人いる(￣ー￣),"In a 3D movie, when it says to put on your glasses on the screen and the staff member comes forward desperately explaining to use them, there are annoying people who get too excited and put on the glasses too quickly, mistakenly thinking they are broken (￣ー￣)."
宇宙玉、五福公園富山大学前電停側で営業中であります！が、車で起こしの場合、富山大橋寄りの、五福末広町の信号を入って運動公園駐車場(無料)に停めると安全です！よろしくお願いします。,"Cosmic Ball is currently open near the Toyama University front electric stop at Five Happiness Park! However, if you plan to go by car, it is safe to enter the signal at Gofuku Suehiro-cho, near Toyama Ohashi, and park at the Sports Park parking lot (free). Thank you very much."
[USER] あざーす。土曜は久々に会社の野球チームの活動で発散してくる！いつもは大学の同級生達とカッチリした野球をやってるけど、会社のチームはマッタリ。たまにはイイね。,"[ASSISTANT] Thank you! On Saturday, I'll relieve stress by participating in activities with my company's baseball team. Usually, I play serious baseball with my university classmates, but the company team is more laid back. It's nice to have a change once in a while."
さてさて、シャワー浴びてお化粧して、レッスン準備しなきゃ(^_−)−☆ 教室までバス～バス～で2時間近く（；＿；）かわゆい生徒ちゃんー待っててねー,"Well well, I need to take a shower, put on makeup, and get ready for the lesson. Gotta take the bus for about two hours to get to the classroom. Cute students, please wait for me."
最近、酒が次の日に残る・・・w 紳助も引退したしオレもそろそろ引退かな(;´д｀) 引退できる経済力があればの話ww,"Recently, I've been getting hangovers the following day after drinking... lol With Shinjo retiring, I might also retire soon (;´д｀) Well, it's a story of retiring if I have the financial capability to do so, lol."
追加でもう1pac購入。ジャ、ジャガ先輩チィーーーッス！！今日の引きよすぎワロタw,"I will buy one more pack as an additional purchase. Ja, Jaga-senpai, cheeseeeeeee! Today's luck is too good, lol!"
見たよ！寒かったｗ QT [USER] おはよう御座います、今日も天気になりました。昨日は皆既月食見られましたか、自分は写真を撮っていました。,"I saw it! It was cold lol. Good morning, [USER]. The weather is nice again today. Did you see the total lunar eclipse yesterday? I took some photos myself."
そばよしで、蕎麦湯飲みつつ、完食待ち。写真取り忘れ(-_-;),"At a soba restaurant, I'm waiting to finish eating while sipping soba broth. I forgot to take a picture (-_-;)"
今更ながらgalaxy更新。androidかわいいな。 [URL],Updated the galaxy late. Android is cute. [URL]
寄り道中！ @ ファミリーマート町田森野六丁目店に画像つきタッチ！ [URL],On the way for a detour! @ Touch with image at the Family Mart Machida Morino Roku-chome store! [URL]
[USER] 毎度～今晩酌タイムです～ 今日はかなり気合いいれて作りましたよー 明日会社からメール確認しますね！いつもおおきに～,[USER] Hi there! It's time for an evening drink again. I put in a lot of effort to make it tonight. I'll check my work emails tomorrow. Thank you as always!
[USER] 僕行って大丈夫なの(^^;)？　詳細の連絡待ってます(^^)/,[Assistant] Are you okay with me going? (^^;) Looking forward to hearing the details. (^^)/
暑くてダウン…。こんな暑さ、暫く体験してなかったからツラい…。,"It's hot and I'm feeling down... This kind of heat, I haven't experienced in a while, so it's tough..."
寝不足と疲れでくまができてる。萎え～（;￣O￣） さあ、仕事いってきますか。,"I have dark circles under my eyes due to lack of sleep and fatigue. Ugh... ( ;￣O￣) Well, off to work I go."
今日も横浜にて資料作成なう。 自社会場なのにトイレが見つけられなくてひとりさまよう…(´･_･`) [URL],"I'm currently creating documents in Yokohama today. Even though it's our own company venue, I can't find the restroom, so I'm wandering around alone... (´･_･`) [URL]"
江越靖葉は恋人:沖田総悟､親友:河上万斉､恩人:猿飛あやめ､パシリ:タカチン､いとこ:巳厘野道満です｡ [URL] #gintama   沖田kitaー,"Junya Egoshi is the lover of Sougo Okita, best friend of Bansai Kawakami, benefactor of Ayame Sarutobi, lackey of Takachin, and cousin of Takeno Doman. [URL] #gintama Okita kita-"
[USER] おかえりなさい！寂しかったですよー。またゆっくり呑みましょうね☆byミノリー,"[ASSISTANT] Welcome back! I was lonely, you know. Let's have a nice drink together again, okay? ☆by Minori"
帰ってきた！ (@ JR 横浜線 町田駅 w/ 7 others) [URL],I'm back! (@ JR Yokohama Line Machida Station w/ 7 others) [URL]
おはようございます。本日は用賀教室にて説明会を実施いたします！時間は10:30-,"Good morning. Today, we will be conducting an orientation session at the Yoga Classroom! The time is 10:30-"
福岡タワーまでテクテク歩いてきたら、広場で九州地ビールフェア。蒸し暑いのでとてもおいしい！ 杉能舎のアンバーエールと宮崎の日向夏エール。  @ 福岡タワー (Fukuoka Tower) [URL],"When I walked to Fukuoka Tower, there was a Kyushu Craft Beer Fair in the square. It was very delicious because it was hot and humid! I had a Suginosha Amber Ale and a Hinata Natsu Ale from Miyazaki. @ Fukuoka Tower [URL]"
しょうが山積み。。 (@ 筥崎宮 放生会 w/ [USER] [pic]: [URL],A mountain of ginger... (@ Hakozaki Shrine Release Festival w/ [USER] [pic]: [URL])
友達からメールきたけど、なんだかなって感じ。。 もうmixiでつぶやくのやめようかな。。,"I received an email from a friend, but it makes me feel a bit down. I'm thinking of quitting posting on Mixi."
ロマンスカーRSE はじめてのセミコン席。二男 「パーティーみたい！」 [URL],"Romancecar RSE, the first time experiencing semi-compartment seats. Second son: ""It feels like a party!"" [URL]"
紳助に矛盾 組幹部との写真も [URL] #yjfc_shinsuke_shimada,Contradiction with Shinsuke Shimada: Also a photo with the gang executive [URL] #yjfc_shinsuke_shimada
京都新阪急ホテルブールヴァールでクリスマスバイキングディナー(*^O^*) [URL],Christmas buffet dinner at Kyoto New Hankyu Hotel Boulvard (*^O^*) [URL]
[USER] たしかに♡w チャチルわ神な領域です(ु*´З`)ू,[ASSISTANT] Certainly ♡w It's definitely a divine realm of relaxation (ु*´З`)ू
[USER] 熟してから摘んだ苺だから、市場には出ないらしいの。農家さんから直接買って来たんだってo(^▽^)o,[USER] It seems that these strawberries were picked after maturing and won't be sold on the market. I heard that they were bought directly from the farmer! o(^▽^)o
デジカメのつかいかたはの本をさがしには。 (@ 横浜緑図書館) [URL],Looking for a book on how to use a digital camera. (@ Yokohama Midori Library) [URL]
切るほどねぇ～だろと思ったら、コタローだった       “[USER] 髪切った。さっぱり( ´ ▽ ` )ﾉ [URL],"I thought, ""It's not like they cut it a lot,"" but it turned out to be Kotaro. [USER] got their hair cut. They look refreshed. [URL]"
[USER] はえ（笑） 俺もアップデートはしました(^-^)/,"[USER] haha, I also did the update (^-^)/"
まぜそば [USER] イオン北戸田店 納豆はいけませんでした。 [URL] [URL],Mazesoba [User] at AEON Kitatoda Store. The natto did not taste good. [URL] [URL]
楽天で久々にスナップウォッチを買うことにした。最近、また腕時計をするようになったけどGショックは重いし、ルキアは汗吸わないし(笑)違和感なくて腕にオサレなものと思ったら久々にスナップウォッチが欲しくなった。,"I decided to buy a snap watch on Rakuten for the first time in a while. Lately, I've started wearing a wristwatch again, but G-Shocks are heavy and the Rukia doesn't absorb sweat (laughs). I thought I wanted something stylish on my wrist without feeling uncomfortable, so I became interested in snap watches again."
[USER] 慣れたら面白そうだけどね(^ ^)暇な時にでもいろいろやってみる！,[ASSISTANT] It seems interesting once you get used to it (^ ^) I'll try various things whenever I have free time!
明日、頑張れば！休みだーヽ(^0^)ﾉ娘が、携帯のロックを知っていた( o )バカだと思っていたから、びっくり(x_x)子どもって、すごいんだなぁ～(^-^;),"Tomorrow, if I do my best! It's a day off! ヽ(^0^)ﾉ I thought my daughter was stupid for knowing the mobile phone lock ( o ), so I was surprised (x_x) Kids are amazing, huh~ (^-^;)"
[USER] 屋上ビアガーデンの様な？オヤジエリア辺りだったら。,[ASSISTANT] Something like a rooftop beer garden? If it's around the middle-aged men's area.
STARBUCKS COFFEE 土浦店にタッチ！ [URL],Touch at Starbucks Coffee Tsuchiura Store! [URL]
[USER] [USER] [USER] 覚えてるで( *｀ω´)  けど9時とかから途中参加になります(/ _ ; ),"[I] [I] [I] I remember, but I will join in halfway from around 9 o'clock (/ _ ; )"
[USER] ４０００でしたら赤ちゃんは４２００〜４３００はあるかもですね(^-^)/知り合いは４３７０で産んで今年奄美1番っていわれたみたいですが、赤ちゃんもぉ少し大きくなるかもですね(((o(*ﾟ▽ﾟ*)o)))ビックリです‼‼,"[TRANSLATOR] If it's 4000, the baby might be around 4200 to 4300 (^-^)/ I heard from an acquaintance that they gave birth at 4370 and were called the number one in Amami this year, but the baby might become a little bigger (((o(*ﾟ▽ﾟ*)o))) It's surprising!!"
#平家派　#heikeha 先日のNHKさんの放送、ザ，少年プレミアムクラブという番組で、平家派の存在を知りました。ジャニーズがどうとかは抜きに、メンバーの音楽に純粋に感動！ハーモニーは、そこらのアカペラグループより間違いなく上です。次回放送も見逃さないようにしたいな。オススメ。,"#Heikeha 

I recently learned about the existence of #Heikeha on the NHK broadcast, a program called ""The Boy Premium Club."" Putting aside the Johnny's entertainment aspect, I was genuinely moved by the members' music! Their harmonies are undoubtedly superior to any ordinary a cappella group. I don't want to miss the next broadcast either. Highly recommended."
[USER] 試験期間中に実際に羽田に行った人がここにいます。,[ASSISTANT] There is someone here who actually went to Haneda during the exam period.
家の近所の植木センターで写真をたしなむ。植木萌え。  @ 株式会社 埼玉県花植木流通センター [URL],"I enjoy taking photos at the nearby plant center in my neighborhood. I love plants. @ Saitama Prefecture Flower and Plant Distribution Center, Ltd. [URL]"
さよならぼくたちのようちえん、こんな怖いドラマだったんだ… 。 どう見ても芦田愛菜が子役に見えない(´Д` ),"Goodbye, our kindergarten. It was such a scary drama... It doesn't matter how you look at it, Aina Ashida doesn't look like a child actress (´Д` )"
ネパール料理&Bar マンダラ 渋谷店 にいます。 (渋谷区,"I am at Nepal Cuisine & Bar Mandala, Shibuya. (Shibuya Ward)"
[USER] うちの近くのコンビニにもあった(笑) 妖気放ちすぎでしょ,"[ASSISTANT] It was also at the convenience store near my place (laughs). They were emitting too much eerie energy, right?"
サルシッチャのアーリオオーリオ2辛。 (at A-cube (アーキューブ)) [pic] — [URL],Salsiccia Arrabiata 2 Spicy. (at A-cube) [pic] - [URL]
やっと紳助しっぽがでたか…顔に悪って書いてるようなもんだよなありゃ。悪党は絶対長く続かない。悪に付いてた若手が可哀想だな。いい時代にあぐらをかいてる人もダメ。お笑いも実力時代。何にも依存しない実力が本当の力だよね。,"Finally, Shimada has shown his true colors... It's like he has ""villain"" written all over his face, you know? Villains never last long. I feel sorry for the young talents who associated with him. Even those who are riding high during good times won't cut it. In the world of comedy, it's all about talent. True power lies in relying on oneself, without depending on anything else."
[USER] ありがとうございます！新作「マヨネーズ」を楽しみにしていてください！: ),"[쓰기] Thank you! Please look forward to the new work ""Mayonnaise""! :)"
[USER] [USER] まずびっちの意味がわからないなたぶん(*^-^*)言ってしまえ(*^-^*),"[USER] [USER] First of all, I don't understand the meaning of ""bitch"", probably (*^-^*) say it (*^-^*)."
建築建材展ボリュームあり過ぎ！他どこも行けんかった (@ 羽田空港 第2旅客ターミナル (HND/RJTT) w/ 11 others) [pic]: [URL],"""Too many volumes at the architecture and building materials exhibition! Couldn't go anywhere else (@ Haneda Airport Terminal 2 (HND/RJTT) with 11 others) [pic]: [URL]"""
[USER] [USER] み、道を間違えたorz　15ｷﾛもロス。山道だと福井遠いよ！,"I, I made a wrong turn orz. I lost 15 kilometers. Fukui is far away if it's a mountain road!"
いい天気！自然の恵みに感謝 ☀ 峰が原辺りでエントリーします！ [URL] (@ 七里ヶ浜正面) [URL],Nice weather! Grateful for the blessings of nature ☀ I will be heading to the vicinity of Minohara! [URL] (@ Shichirigahama beach front) [URL]
小さな庭に適当な雑草が生え、その上をアゲハチョウが舞っているのを見るだけでも、都心の昼休みにおいては贅沢だ。,"It is a luxury to just see appropriate weeds growing in a small garden and watch the swallowtail butterfly fluttering above, even during a lunch break in the city center."
[USER] おー！！南草津駅前レストランってどこー＼(^o^)／,"[Assistant] Oh, where is the restaurant in front of Minamikusatsu Station? ＼(^o^)／"
トンコツ希望の友達と昨日？オープンの一蘭なう 辛さ基本だと辛いの苦手な人は辛いみたいだよー気をつけて 後は半替え玉くらいはあった方がいいのかな？,"Yesterday, I went to Ichiran, which recently opened, with a friend who prefers Tonkotsu ramen. If you're not good with spicy food, be careful because their default level of spiciness is quite hot. Also, it might be a good idea to consider ordering an additional serving of noodles."
スコップ必需品！！今から頑張って池田を脱出！雪70cmはいったな(´Д` )屋根あがらなヤバイ(´Д` ),"Must-have item: a shovel!! I'm going to do my best to escape from Ikeda now! It's already snowed 70cm (´Д` ) The roof won't hold, this is bad (´Д` )"
さて、初詣の人が出揃った。最近はほとんどお付き合いと化した地元の神社の出店だが、色々ありすぎた一年。今年もよろしくです。 [URL],"Now, all the visitors for the first shrine visit have gathered. Recently, it has become almost like a social event to visit the local shrine, which embodies various experiences in the past year. Looking forward to this year as well. [URL]"
なんとか帰国できました。一時はどうなるかと思ったよ（´；ω；`）ﾌﾞﾜｯ (@ Tokyo-Haneda International Airport - Departure Hall (羽田空港 出発ロビー)) [URL],"I managed to return home somehow. At one point, I was really worried about what would happen. (´；ω；`)ﾌﾞﾜｯ (@ Tokyo-Haneda International Airport - Departure Hall) [URL]"
研ぎ師、光三郎、今日、明日はここです！  @ アルビス 泉が丘中央店 [URL],"Polisher, Mitsusaburo, will be here today and tomorrow! @ Albis Izumigaoka Chuo Store [URL]"
ほんまかいなー！RT [USER] その流れで意識朦朧としながら、お台場でボーリングすると、184だせますよ！ QT [USER] まだ大江戸温泉物語にいます。,"Really? RT [USER] If you bowl in Odaiba while being half-conscious, you can score 184! QT [USER] I'm still at Odaiba Oedo Onsen Monogatari."
ちなみに場所です。LIZARD ON THE ROCK 南５西６ ヨロシクお願い致します。(ﾟωﾟ)ﾉ,"By the way, here is the location: LIZARD ON THE ROCK, South 5 West 6. Nice to meet you. (ﾟωﾟ)ﾉ"
なんとなく超会議の主な戦利品晒してみるw 他にもあるけどw [URL],Just casually sharing some of the main hauls from TGS (Tokyo Game Show) w I have other stuff too w [URL]
[USER] 前作からやってました(*´∀｀*)モンハンもね！,[Assistant] I've been playing it since the previous installment (*´∀｀*) Including Monster Hunter too!
アー早く銀行行かないとせっかく有給取った意味がまるでなくなってしまう,"I need to go to the bank quickly, or else taking the day off will be completely meaningless."
[USER] 梨味生産終了ッス！梨味、今までおつかれやまですッス！,"[USER] The production of pear flavor has ended! Pear flavor, thank you for your hard work up until now!"
仕事後にふらりとロミへ。 今日ゆうさんいなかったかー＞＜ 調べて来なきゃダメだなぁ(´･ω･`),"After work, I casually went to Romi. Was Yuu-san not there today? I have to look it up and see (´･ω･`)"
風がでて、雲って来た。やはり、オイラが洗車すると雨になる神話はまだ生きていたか⁈,"The wind blew, and the clouds rolled in. So, it seems the myth that it will rain when I wash the car is still alive, huh?"
[USER] [USER] あきも化粧するするもはや化粧もしたくない歯医者いきたくないはやく,"[USER] [USER] I don't want to do makeup anymore, I don't want to go to the dentist, hurry up."
[USER] マジかぁ。電波を期待してキャリア変えるのに、電波悪いとかありえんわぁ,[Assistant] Seriously? It's unbelievable that the signal reception is bad after switching carriers with the expectation of better coverage.
[USER] ずっーと電波が届かないとこいた(´Д` )ありがとー！夜行バスいつも美治が隣やけん、安心して寝れたのに今回あんま寝れなかったZ!!!あとはPALです！頑張る！＼(^o^)／,"[USER] I was in a place where I couldn't get a signal for a long time (´Д` ) Thank you! I usually feel at ease sleeping when Miharu is next to me on the overnight bus, but this time I couldn't sleep much Z!!! Now, it's just PAL left! I'll do my best! ＼(^o^)／"
[USER] AKBとか尻軽糞ビッチ集団。そろそろ終わりだろ  暇なとき連絡するわ！,[USER] AKB and other promiscuous bitch group. It's time for them to end. I'll contact you when I'm free!
[USER] なんでですかwwそういうニュースありましたっけ？俺の食い方はおろしポン酢にサイドメニューでおろしポン酢!!,"[USER] Why? Lol, was there such news? My way of eating is grated ponzu with grated ponzu as a side menu!!"
千葉県東方沖とか地元すぎて心配 自分は今盛岡で昨日の三陸沖地震食らったし... 昨日はいろいろとひどかったけど山田線撮れたから良かった,"I'm worried because Chiba Prefecture, particularly the eastern coast, is my hometown. I experienced the earthquake off the coast of Sanriku yesterday while I was in Morioka. Yesterday was quite rough, but I'm glad I was able to capture the footage of the Yamada Line."
通りがかる人みて、この人何考えよんやろって、思いながら見てる。 そう考えとるおれを見て、こいつじろじろ見て何考えよんやろうって、ぜったい思っとるやろうな。 さぁ、ハニトーハニトー。,"As I pass by people on the street, I can't help but wonder what they're thinking. And as they look at me, I'm sure they're thinking, ""What is this person thinking?"" Now, honey toe honey toe."
[USER] ちょっと！（笑）見事な間違いじゃん（笑）  でも、面白いから許す！（笑） スヌーピーよりいいこといった？（笑）,"[USER] Hey! (laughs) That was a magnificent mistake (laughs). But it's funny, so I'll forgive you! (laughs) Did you say something better than Snoopy? (laughs)"
Windows,Windows
今夜のDJはKan Sugiちゃん(^^)なかなかいい感じデス！(＾ｰ^)ノ [URL],Tonight's DJ is Kan Sugi-chan (^^) and it's feeling pretty good! (＾ｰ^)ノ [URL]
[USER] たしかにｗ東方神起はニコファーレっぽくないしｗ← ってか、今日、休講！やっふぉい！(^3^),"[USER] Haha, you're right! Tohoshinki doesn't seem like Nico Farre at all, haha~ By the way, today's classes are cancelled! Yahoo! (^3^)"
今日は102射27中だった！立ちで3中が2回も出たの嬉しかった～,"Today, I hit 102 out of 127 shots! I was so happy that I got 3 bull's-eyes twice while standing."
兄貴のタンクが知らん間にメタリックブラックになってるー‼あの塗装には勝てへん笑,"My older brother's car has mysteriously turned into metallic black! I can't beat that paint job, haha."
同源楼四川小咆に初来店。牛バラ肉の辛味土鍋煮込み麺はギリギリの辛さ。 [URL] #30min,Visited Sichuan Xiao Bao for the first time at Tongyuan Building. The spicy hot pot noodles with beef belly are just right on the edge of spiciness. [URL] #30min
[USER] hahaha!いつも日本訳にしてくださってありがとうございます(*^^*),[USER] Hahaha! Thank you always for translating into Japanese (*^^*)
別邸。 @ モスバーガー 川崎アゼリア店にタッチ！ [URL],Villa. Touch at Mos Burger Kawasaki Azelia Store! [URL]
[USER] [USER] じゃあ、明日夜あけといてくださーい！,"[USER] [USER] Well then, please keep tomorrow night open!"
私こんなにひ弱だったっけ… ちょっと昨日肉を食べただけでこれですよ。 ちゃんと消化してくださーい(｡-_-｡),"Was I always this weak...? I had a little bit of meat yesterday, and this is the result. Please help with digestion (｡-_-｡)"
靄に包まれた高層ビル (@ 西武新宿駅 (Seibu-Shinjuku Sta.)) [URL],Tall buildings shrouded in mist (@ Seibu-Shinjuku Station) [URL]
