sentences,translated
ストレンジャーザンパラダイスの様な海岸  @ 天神島臨海自然教育園 [URL],Beach like Stranger's Paradise at Tennjima Seaside Nature Education Park [URL]
子供凧あげナウ  @ 浜松まつり 凧揚げ合戦会場 （凧場） [URL],Children flying kites now at the Hamamatsu Festival kite-flying battle arena (kite field) [URL]
[USER] まぁ、うちの家系だし（笑）きっと許してくれるって（笑）,"[ASSISTANT] Well, it's our family after all (laughs). They'll definitely forgive us (laughs)."
はらへ (@ 新橋駅 (Shimbashi Sta.) w/ 3 others) [URL],Harahe (@Shimbashi Station) with 3 others [URL]
[USER] [USER] [USER] [USER] うわ、おまんららぶー)^o^(♥♥♥♥♥ 春休みあそぼーやー！,"[USER] [USER] [USER] [USER] Wow, we're gonna have so much fun on spring break! Let's play!"
奈良県宇陀市・松山地区 Canon EOS 5D Mark II Tokina AT-X16-28 Exposure0.01 sec Aperturef/4.6 Focal Length1 [URL],"Nara Prefecture, Uda City, Matsuyama District Canon EOS 5D Mark II Tokina AT-X16-28 Exposure0.01 sec Aperture f/4.6 Focal Length 1 [URL]"
会社到着！今日は甲州街道・高井戸〜半蔵門は空いてたなぁo(^▽^)o,"We've arrived at the company! Today, the Koshu Highway from Takaido to Hanzomon was pretty clear. o(^▽^)o"
[USER] お昼、喫茶店内BGMあれがあなたの 好きな場所～♪,"[Linguist] ""During lunchtime, that cafe's background music is your favorite place~♪"""
11/12/05 7:06 35.169615N 136.889948E(5m)  - I'm here.,11/12/05 7:06 35.169615N 136.889948E(5m) - Soy aquí.
いつもの芝練メンバーで、芝練前のランチ。 [URL] VESPA 200 rallyにて。,Lunch with the usual turf training members before turf training. [URL] At the VESPA 200 rally.
見た見たwザイーガ : 安心ロック？パンツをロックされる女たち [URL],"Look, look! Zeiger: Peace of mind lock? Women whose pants are locked [URL]"
モイ！iPhoneからツイキャスでライブ配信中 - 平塚 須賀の祭り (平塚市/神奈川県,"""Moi! Currently livestreaming on TwitCasting from my iPhone - Hiratsuka Suka's Festival (Hiratsuka City, Kanagawa Prefecture)."""
[USER] おめでとうごさいます(ﾟxﾟ)脂肪万歳＼(^0^)／,[USER] Congratulations! Long live fat! ＼(^0^)／
[USER] [USER] えぇー(>_<)ふたり共来れないのかぁ...,[USER] [USER] Oh no (>_<) Both of you can't come...
ラーメン 新宿三丁目麺や 百日紅 濃厚つけ麺 大盛330g ¥780 [URL],Ramen Shinjuku Sanchome Menya Momijigari Rich Dipping Noodles Large Serving 330g ¥780 [URL]
がんばれ亮太！ “[USER] [山形] 永田亮太選手 サガン鳥栖より完全移籍加入のお知らせ [URL],"Go for it, Ryota! ""[User] [Yamagata] Announcement of Ryota Nagata's complete transfer from Sagan Tosu [URL]."""
うたひろわず( ´ ▽ ` )ﾉoverdriveシメいいわ！テンションMAX！さよなら赤坂w,"Sing and don't hold back! Overdrive, let's go! My energy is at max! Goodbye, Akasaka!"
コメダ珈琲店に、キター！   東京都板橋区四葉２丁目６−１０ 35.78024,"At Komeda Coffee Shop, it's here! 2-6-10 Yotsuba, Itabashi-ku, Tokyo 35.78024."
休憩なう。現在標高800m、ここから1000m台へ一気にあがっていきます。,"Taking a break now. Currently at an elevation of 800m, and we will climb rapidly to the 1000m range from here."
うまい！！明るいうちに、乾杯(๑´ڡ`๑)  @ 福岡オクトーバーフェスト2011 [URL],Delicious! Cheers while it's still bright outside (๑´ڡ`๑) @ Fukuoka Oktoberfest 2011 [URL]
思ったよりめちゃめちゃ空いてる。 (@ IKEA 港北店 w/ 10 others) [URL],It's surprisingly very empty. (@ IKEA Kohoku store w/ 10 others) [URL]
[USER] ターゲー、インペイラー感を大阪で流行らす事に成功しました！ [URL],"[USER] Target, we have successfully made the Emperor style popular in Osaka! [URL]"
六月算用。妊娠中に産まれ子の衣類を用意しておいてはいけない。必ず死産するという。,June is considered inauspicious. It is said that one must not prepare clothes for the child to be born during pregnancy. It is certain that there will be a stillbirth.
晴れたり曇ったりで、イマイチ暖かくならん鶴見緑地球技場。 [URL],"Tsurumi Ryokuchi Kyuuteijou, the weather fluctuates between sunny and cloudy and it is not quite warm. [URL]"
森山大道写真展「あゝ、高野」２４日まで、見逃すな。 [URL],"Moriyama Daido's photo exhibition ""Ah, Koya"" runs until the 24th, don't miss it. [URL]"
本日、無事にオープンいたしました。皆様ありがとうございました。 [URL],"Today, we successfully opened. Thank you very much, everyone. [URL]"
ロクロ＆ロール！本当にロクロみたい！  @ 渋谷ヒカリへ8階Creative Lounge MOV [URL],Rock and roll! It really feels like a rock and roll! @ Shibuya Hikarie 8th floor Creative Lounge MOV [URL]
マルヨシセンター渭北店は24h営業のスーパーです！ ホテルプラザイン徳島から徒歩約4分少々の距離にありご宿泊のお客様にも大変便利です！  宅配仕様のバイクも大活躍！ [URL],"Maruyoshi Center Seibu Store is a 24-hour operating supermarket! It is located just a short walk of about 4 minutes from Hotel Plaza Inn Tokushima, making it very convenient for hotel guests! Delivery bikes are also widely used! [URL]"
[USER] ジャンプの最後のページに載ってる金運アップの宣材写真か!？,[ASSISTANT] Is it a publicity photo for improving luck with money that is on the last page of Jump magazine?
[USER] 安いお寿司屋さんで、イクラがイクラしてない感じー,"[USER] At a cheap sushi restaurant, the salmon roe doesn't feel like real salmon roe."
[USER] なんでわかると！？ww 知りたがりだなぉまえ（笑）,[Assistant] Why do you understand!? LOL You're so curious!
紅白司会 井上真央&嵐に決定 [URL] #yjfc_kohaku,Red and White Hosts decided: Mao Inoue and Arashi [URL] #yjfc_kohaku
こんにちは、仙台シェアカフェです。Googleさまのご厚意により巷で話題のGoogleプレイスうちわが当スペースにもやってきました！(パチパチ！) 数が限られてますので、ご希望の方はお早めにご来店下さいませ。 #sendai  [URL],"Hello, this is Sendai Share Cafe. Thanks to Google's generosity, the popular Google Places uchiwa has arrived at our space too! (Applause!) As the quantity is limited, please come to our shop early if you are interested. #sendai [URL]"
[USER] でも上司の二人に責任はないと主張した。今日の俺は結構、格好良かったぜ。おめこ,
バイバイめいちゃん。バイバイSEA。 卒業前にまた良い思い出できたよ♡ありがとう（＾∇＾）,"Goodbye, Meichan. Goodbye, SEA. We were able to make another good memory before graduation. Thank you ♡(＾∇＾)"
ネカフェネタを強引に一分間スピーチの教訓ネタに持っていくのいい加減やめよう、、、,Let's stop forcibly incorporating internet cafe jokes into the lessons for one-minute speeches already...
[USER] あなたやりすぎ。 日本にはあなたみたいに遊んでいられない人が沢山いるんです,"[USER] You are going too far. In Japan, there are many people who cannot afford to play like you."
#hakaru 0.11 μSv/h 東京都港区台場 海浜公園入り口付近  MKS-05でγ線計測 高さ約1m #Gctjp #terramks05,"#hakaru 0.11 μSv/h Tokyo, Minato-ku, Odaiba Seaside Park Entrance Area, measured with MKS-05 for gamma rays, at a height of approximately 1m. #Gctjp #terramks05"
マジで！？ RT“[USER] やはり！ RT [USER] 木村カエラとハリセンボンのはるな居たー！ #prfm”,"Seriously!? RT ""[USER] Definitely! RT [USER] Kimura Kaela and Harisenbon's Haruna are there! #prfm"""
立ち飲み終了(*^^*)帰るう (@ JR 東海道本線 川崎駅 w/ 2 others) [URL],Finished standing and drinking (*^^*) Going home (@JR Tokaido Main Line Kawasaki Station w/ 2 others) [URL]
スウェーデンがわずかに成功している要因。投資する手だてがなくなったら、とにかく子どもに投資せよ！,"Factors for Sweden's slight success: When there are no means for investment, invest in children anyway!"
ギミックさんの生まれ変わり　名前：藤原　優月　誕生日：９月２４日　出身地：奈良県　職業：傭兵　身長：１９６ｃｍ　体重：５７ｋｇ [URL],Reincarnation of Mr. Gimmick. Name: Yuuzuki Fujiwara. Birthday: September 24th. Hometown: Nara Prefecture. Occupation: Mercenary. Height: 196cm. Weight: 57kg. [URL]
秋葉原はメイド喫茶大増殖の次はカレー屋大増殖で今はラーメン屋大増殖期か。,"After the booming increase of maid cafes in Akihabara, is it now the period of booming increase of curry restaurants, or is it the period of booming increase of ramen restaurants?"
もうすぐタッピー＼(^o^)／ すぐそこに北海道が見える！ [URL],Tappy is almost here＼(^o^)／ You can see Hokkaido just around the corner! [URL]
小野の手前から降り始めました。小野のあたりは-8℃だった。 37.386871,It started snowing from Ono. The temperature in the Ono area was -8℃. 37.386871
[USER] まだいけるよ！笑 楽しかったねー\(//∇//)\,"[ASSISTANT] You can still do it! Haha, we had so much fun, right? \(//∇//)\"
NMB48の写メ会、昨日はSKE48 どんだけアイドルすきやね [URL],"NMB48's handshake event, yesterday was SKE48. How much do you love idols? [URL]"
お初 (@ 東京ミッドタウン (Tokyo Midtown) w/ 9 others) [URL],My first time (@ Tokyo Midtown with 9 others) [URL]
久住、愛斗くん、佐野氏、千田 という謎すぎる濃ゆい面子で電車わず。笑,"Jiuju, Kaito-kun, Sano, and Chida are riding the train with a mysteriously interesting and intense group. Haha."
あおぞら整骨院に新しい本が仲間入りしましたo(^▽^)o   [URL],A new book has joined Aozora Chiropractic Clinic o(^▽^)o [URL]
Lake Biwa and Otsu city Goodnight! [URL],Lake Biwa and Otsu city Goodnight! [URL] 
バイトまでお勉強！ @ DOUTOR 新潟万代シティ店にタッチ！ [URL],Study until work! Touch at DOUTOR Niigata Bandai City store! [URL]
Ryumon coffee standに到着。なかなか面白い店です。ブレンドものは一切なく、1種類のオリジンしか出さないみたいです。通勤途中にこんな店があったら良いな。,"Arrived at Ryumon coffee stand. It's quite an interesting shop. They don't serve any blends, it seems they only offer one type of single origin coffee. It would be nice to have a shop like this on the way to work."
[USER] 小屋の中には沢山のエサがありました。 避難するときに飼い主さんが置いて行ったのでしょう。 中の犬は生きていましたが、外のこの犬は金網から首を突っ込み 悲しそうな顔で息絶えていました。[URL],"[Assistant] Inside the cabin, there was a lot of food. It seems the owner left it there when evacuating. The dog inside was still alive, but this dog outside had stuck its head through the wire mesh and sadly passed away. [URL]"
[USER] [USER] [USER] やんな、あの子ゴツイだけやわ,"[USER] [USER] [USER], that kid is tough, isn't she?"
さささぶい (@ 東京ミッドタウン (Tokyo Midtown) w/ 17 others) [URL],"""Sasasabui (@ Tokyo Midtown) with 17 others) [URL]"""
[USER] ケンタッキー！蟻月のサイドメニューにメンチカツがあったよ！むぅのためみたいな店だね！,[KFC] Kentucky! Ant Tsuki had menchikatsu as a side menu! It seems like a shop for Muu!
ホッと一息。 (@ Starbucks Coffee 宮島SA(下り線)店) [pic]: [URL],A sigh of relief. (@ Starbucks Coffee Miyajima SA [Down Line] Store) [pic]: [URL]
橋本駅南口の車の流れが大きく変わります。10月17日から28日。 (@ 橋本駅南入り口) [pic]: [URL],The flow of traffic at the south exit of Hashimoto Station will undergo significant changes from October 17th to 28th. (@ South entrance of Hashimoto Station) [pic]: [URL]
ギョーザ&らーめん♪ @ らーめん亀王食堂　西九条店にタッチ！ [URL],"Gyoza & Ramen♪ @ Ramen Kameo Dining Nishikujo, touch the link! [URL]"
henrik ツイート  new B&E Show TONIGHT on Inspired TV at 9PM eastern us time!  INSPIRED! [URL],"Henrik tweeted: ""New B&E Show TONIGHT on Inspired TV at 9PM Eastern US time! INSPIRED! [URL]"""
[USER] 確かに！ ５月の連休から続いてるような(^_^;),[USER] Indeed! It feels like it has been continuing since the Golden Week in May (^_^;)
[USER] だからさっ！公共交通に従事する者が何とか⁈って言われたYOー！,"[USER] So, you know! People who work in public transportation are being told to do something?!"
ONE KOREA CUP 2011 in Japan [URL],ONE KOREA CUP 2011 in Japan [URL]
[USER] 以外と早かったwwwあたしのと少し似てるwww [URL],"[Assistant] It was surprisingly quick. Haha, it's a little similar to mine. [URL]"
マジか！ RT [USER] 東京Jazz1日目のDCPRG、大儀見さんがスケジュールアウトしちゃったのでまさかのリッチー・フローレス出演との噂・・・。マジか・・・。,"Seriously?! RT [USER] On the first day of Tokyo Jazz, Daigimi-san cancelled her schedule, and now there's a rumor that Richie Flores will be performing... Seriously..."
[USER] 串焼きKONNO 今度一緒に行こー！ 串焼きも絶品だけどこれまたお通しが激うまうま(・∀・),"[USER] Let's go together to KONNO for yakitori! The yakitori is amazing, and the appetizers are also incredibly delicious! (・∀・)"
「10年後の預金通帳」　石田龍摩 様　【残高】 ￥1,"""10 Years Later Deposit Passbook"" Mr. Ryuma Ishida [Balance] ¥1."
[USER] 今日はカイトはスタメンだったよ！マキシとベラミーのほうが得点力もあっていいのに使わないからね(´Д` ),"[Assistant] Today, Kite was in the starting lineup! It's a shame they don't utilize Maxi and Bellamy, who have better scoring abilities. (´Д` )"
山形県、十部一山なう！ 朝から飛んでます＼(^o^)／ [URL],"Yamagata Prefecture, currently enjoying the scenic beauty of Mt. Jubei! It's been a great morning, flying high! [URL]"
ラ・フランスのケーキ、シュークリーム、抹茶モンブラン (*´∀｀*) [URL],"La France cake, choux cream, matcha Mont Blanc (*´∀｀*) [URL]"
まだ３０分もある。大喜利を絞り出すか。 #fmkiryu [URL],There are still 30 minutes left. Shall we squeeze out some great laughter? #fmkiryu [URL]
なまにくぅ〜。 (@ やきとん ひょっとこ) [pic]: [URL],"""Namaniku~. (@ Yakiton Hyottoko) [pic]: [URL]"""
[USER] 同じ千葉ですね！よろしくお願いします。嫁の実家が片貝なんです。,"[ASSISTANT] It's the same Chiba, right? Nice to meet you. My wife's parents' hometown is Kataga."
マグロのアゴ刺なう。 (@ 庄和丸) [pic]: [URL],Just got a tuna jaw stab. (@ Showa Maru) [pic]: [URL]
[USER] よっちゃん,[USER] Yocchan
さあラスト、大好きな桑田佳祐と年越し。今年関わってくださった皆様、本当にありがとうございました。来年は燃えます！ [URL],"Now, for the final act, spending the New Year's Eve with my beloved Kuwata Keisuke. Thank you so much to everyone who was involved this year. Let's burn up next year! [URL]"
妻がいちばん楽しみにしているドラマが「家族のうた」だった件。 哀しき我が家視聴率100%。,"Regarding the drama that my wife was most looking forward to, it was ""Family Song."" Sadly, the viewership rating for our household was 100%."
おはようございます。 (@ マクドナルド ニューシャトル大宮店) [URL],Good morning. (@ McDonald's New Shuttle Omiya Store) [URL]
ホルモンうま [URL]  (@ 七輪もつ焼き 二の鉄) [URL],Hormone Uma (@Seven Rings Yakitori Ninotetsu)
家から保育園まで、普通ならチャリで5分かかんない距離なんだろうけど、途中に横断歩道3つ(いずれも大通り、てか２つは同じ道路)に、きわめつけの開かずの踏切があり、あー、ありんす。,"It's normally a distance of less than 5 minutes by bike from home to the nursery, but there are three crosswalks (all on main roads, and two on the same road) and a stubbornly closed railroad crossing along the way. Ah, what a hassle."
またデモデ♪チーズバーガー！  @ Demode Queen [URL],"Also, Demode♪ Cheeseburger! @ Demode Queen [URL]"
やっとこさ、TRUCKのオーダーメイドソファーが完成した！高いけど、平日の今日も一杯でした。不景気と言われる時代でも流行ってるところは、流行ってるようです。 [URL],"Finally, the custom-made sofa from TRUCK is complete! It was expensive, but even on a weekday like today, it was fully booked. Even in these times of economic recession, it seems that places that are popular are still popular. [URL]"
Beach HouseからのYMO これから先は、グリーンに居座る。 残念ながら、ホワイトの斉藤和義さんは諦めました。 [URL],"From Beach House to YMO, from now on, we will reside in the green. Unfortunately, Mr. Saito Kazuyoshi in white has given up. [URL]"
今日は電車通勤！(^^) (@ 菊名駅 (Kikuna Sta.)) [URL],Today is commuting by train! (^^) (@ Kikuna Station) [URL]
世界の中心(山形県米沢市門東町三丁目)で愛を叫ぶ(精度65m) - [URL],"Screaming Love at the Center of the World (3-chome, Kadohigashi-cho, Yonezawa city, Yamagata prefecture), with an accuracy of 65 meters - [URL]"
"おお、そちらもですか。 ""[USER] 池袋の森のトンボ池に早く来すぎたヒキガエル。2匹です。#toad2012 [URL]","Oh, you're also here. ""[USER] Two toads that arrived too early at the Tonbo Pond in Ikebukuro Forest. #toad2012 [URL]"""
東急百貨店は、利益を上げる事ばかりやつて、従業員の訴えは、全く聞かない上の奴ら！何が、ｈug ｅveryone.だ。 笑えるぜ！働く人を大切に！ わらつちやうよ,Tokyu Department Store only cares about making profits and completely ignores the pleas of their employees. Those upper management people! What a joke! They should prioritize the well-being of their workers! Let's laugh at them!
同期と！ (@ 渋谷 新鮮串焼ダイニング もんじろう) [pic]: [URL],Fellow colleagues! (@ Shibuya Fresh Skewer Dining Montjiro) [pic]: [URL]
神奈川県中学校総合体育大会 川崎ブロック大会（バスケットボール） (@ 川崎市体育館) [URL],Kanagawa Prefecture Junior High School Comprehensive Sports Competition Kawasaki Block Tournament (Basketball) (@ Kawasaki Gymnasium) [URL]
ソフトバンクにて、iPhone4Sホワイト予約完了！入荷は未定。64Gホワイトを実質月々450でした。 群馬は遅そうΣ（ﾟдﾟlll）,Reserved iPhone4S White at SoftBank! Arrival date undecided. 64G White was 450 monthly. Gunma seems slow Σ(ﾟдﾟlll)
本日、すもの食堂でお買い物されたお客様、先着15名様に太田農園さんの自然卵3個プレゼント。  お早めにどうぞ。,"Today, customers who made purchases at Sumono Shokudou will receive a gift of 3 Ota Farm's organic eggs, limited to the first 15 people. Please come early."
一緒にセガの無料iPhoneアプリ—KingdomConquest—をプレイしませんか？ 私の招待コード r63WYF でレア魔獣がもらえます！  [URL]  10:26PM,Would you like to play the free iPhone app from Sega together—KingdomConquest? You can receive a rare monster with my invitation code r63WYF! [URL] 10:26PM
今日のディナーは三軒茶屋のGUCCINAでイタリアン♪(*^^)o∀*∀o(^^*)♪こじんまりなカワイイ空間。 [URL],Today's dinner is Italian at GUCCINA in Sangenjaya♪(*^^)o∀*∀o(^^*)♪ It's a cozy and cute space. [URL]
初来店♪ (@ 普通の食堂 いわま) [pic]: [URL],First time at the restaurant♪ (@ Ordinary Dining Iwama) [pic]: [URL]
岩槻インター近くの『あらじん』で昼食。魚介とブイヤベースたっぷりの「ペスカトーレ」がたまらない！ [URL],"Having lunch at ""Arajin"" near Iwatsuki Interchange. The seafood and rich Bouillabaisse in the ""Pescatore"" dish are irresistible! [URL]"
チョコレートクッキークランブルフラペチーノwithホワイトチョコレートプディング 名前長い（笑）  [URL],Chocolate Cookie Crumble Frappuccino with White Chocolate Pudding. Long name (lol). [URL]
嵐カラーのライトアップらしくて赤羽橋には女子達たち数百人が集結していた。 [URL],A couple of hundred girls had gathered at Akabanebashi because it seemed that there was a light-up event in Arashi colors. [URL]
あとは伏見稲荷大社まで歩くだけ (@ 京阪 深草駅 (Fukakusa Sta.)) [URL],Just walk to Fushimi Inari Taisha from Fukakusa Station (@ Keihan Fukakusa Station). [URL]
イ・ブル展の視覚的情報量が半端でない。 (@ 森美術館 (Mori Art Museum) w/ 8 others) [pic]: [URL],The visual information at the Lee Bul exhibition is overwhelming. (@ Mori Art Museum with 8 others) [pic]: [URL]
近所のナチュラルローソンでボジョレー・ヌーボーの販売の用意をしている。,We are preparing for the sale of Beaujolais Nouveau at the nearby Natural Lawson convenience store.
東北自動車道上り、西那須野塩原IC手前での渋滞、あっという間に解消。また順調に進み始めました。,"The congestion on the Tohoku Expressway heading north, near the Nishinasuno-Shiobara Interchange, quickly dissipated. We have also started progressing smoothly."
富士ココなう!　[URL] L:静岡県富士宮市上井出 [35.305295N,"Mt. Fuji Coco now! [URL] Latitude: 35.305295N, Location: Kamiide, Fuji City, Shizuoka Prefecture"
ベッドの端っこスレスレで爆睡してるバランスの良さ。4月で12歳。まだまだ元気ですU^ェ^U  @ 八雲町立東野小学校 [URL],Balanced sleeping at the edge of the bed. 12 years old in April. Still full of energy U^ェ^U @ Hachikumo-cho Higashino Elementary School [URL]
今更ながらこのアパートにしたのはほんとに失敗だった…(; ;),It was really a failure to choose this apartment so late in the game... (; ;)
Twitter 限定キャンペーン！7月20日～31日迄の間Deep Drops のTwitter を見た！とご予約頂ければ、カット50%off 致します。,"Twitter Exclusive Campaign! If you mention that you saw Deep Drops' Twitter between July 20th and 31st and make a reservation, you will receive a 50% off discount on your haircut."
おはようございます。東名高速の海老名SAです。道路はガラガラででしたが、海老名は意外に車が多いです。,"Good morning. This is Ebina Service Area on the Tomei Expressway. The road was empty, but surprisingly there are a lot of cars in Ebina."
ここでは滅多に試合しないから、痛い思い出がよみがえるなぁw (@ 鶴見緑地球技場) [URL],"Here, we rarely play games, so it brings back painful memories lol. (@ Tsurumi Ryokuchi Soccer Stadium) [URL]"
TOTSZEN BAKER’S KITCHENにタッチ！ [URL],Touch Totszen Baker's Kitchen! [URL]
[USER] 中崎町のパステル1っていうマンションの裏手のとこかな？今まさにそこ(*´Д｀*)なんばパークスにもできたけど、やっぱり中崎町が良いねぇー,"[ASSISTANT] Is it the area behind the Pasuteru 1 mansion in Nakazaki-cho, right now (*´Д｀*)? Even though Namba Parks was built, Nakazaki-cho is still the best, right?"
HATOSBARにて本日から13日まで。。。 新作の絵、展示はじめました。 ボールペン画、お好きな方は楽しいとおもいます。よろしくどうぞ。 [URL],"From today until the 13th at HATOSBAR... We have started exhibiting new artwork. If you like ballpoint pen drawings, you will enjoy it. Please take a look. [URL]"
野球部の退部連鎖反応やばい！おれらの代はもうおしまいだ…orz,The chain reaction of quitting in the baseball club is bad! Our generation is already over... orz
おなじみのたも屋。ごちそうさまでした。 (at 手打ちうどん たも屋 松山平井店) [pic] — [URL],Familiar Tamoya. Thank you for the delicious meal. (at Handmade Udon Tamoya Matsuyamahirai Store) [pic] — [URL]
げんちゃんありがとー＼(^o^)／  @ 高円寺ONE [URL],"Thank you, Gen-chan! ＼(^o^)／ @ Koenji ONE [URL]"
金山駅の目の前なんだねぇ @ 中京大学文化市民会館にタッチ！ [URL],"It's right in front of Jinshan Station, huh? Touch the Central University Cultural Civic Hall! [URL]"
[USER] めくり竜巻のタイミングはマルセイユでほぼ大丈夫す、多分、、、,"""The timing of a flipping tornado is mostly safe in Marseille, maybe..."""
ふぃー (@ 高尾駅 (Takao Sta.) w/ 3 others) [URL],Fee (@ Takao Sta. w/ 3 others) [URL]
ガッシュ君の地に到着！まずは腹ごしらえ笑  @ ヨークベニマル [URL],"Arrival at Gash-kun's place! First, let's fill our stomachs, haha 😄 @ York Benimaru [URL]"
実噌良っていう野菜のご飯やさん（＾Ｏ＾） おいしぃ☆ [URL],"There's a vegetable rice restaurant called ""Jitsumura"" (＾Ｏ＾) It's delicious☆ [URL]"
[USER] マッチありがとうございました[USER] とうぎしろ[USER],[USER] Thank you for the match [USER] Tokyo Ghoul [USER]
[USER] 風も弱くなってきたのでもうそろそろ動かないかなー,"The wind has also weakened, so maybe it's about time to stop moving."
親子丼またつくろう。 | [ジオラマ] [URL] #penpic,Let's make parent-child bowl again. | [Diorama] [URL] #penpic
[USER] はうんど とか呼んでたけど、これからはそう予防接種。恥ずかしい…,"[USER] used to call it ""undō"" but from now on it's called ""yobō sesshū"". Embarrassing..."
[USER] そんなルールがあったなら、人生の全てをTwitterに捧げましょうぞ,"[USER] If there were such a rule, let's dedicate our entire lives to Twitter."
とうちゃーく♪ (@ Natural Field RE-MEMBER) [URL],Tou-cha-ku♪ (@Natural Field RE-MEMBER) [URL]
往復チケ購入→ウェイバーの色紙get〜！→ロープウェイ列に並びました。 #machiasobi (@ 眉山ロープウェイ 山麓駅) [URL],Round-trip ticket purchased→Got a color paper from the waver!→Joined the ropeway line. #machiasobi (at Biyama Ropeway Base Station) [URL]
#Cherry blossoms #Carp streamer この辺りの名物風景。川に渡された鯉のぼり  @ 川上峡 [URL],"#Cherry blossoms #Carp streamer
This is a famous scenic spot in this area. The carp streamers flying over the river @ Kawakami-kyo [URL]"
出勤前の散歩。幕末の開港の地。横浜、日本大通り。  @ 横浜公園 [URL],"A walk before going to work. The place of the opening of Japan in the late Edo period. Yokohama, Japan Dori Street. @ Yokohama Park [URL]"
[USER] アニメも何かしらを訴えてるからね。まぁ中にはぶっ飛んだのもあるけど笑  ちなみにあの日見た花の名前を僕達はまだ知らないは見た？←,"[ASSISTANT] Anime also appeals to something, you know. Well, there are some crazy ones too, haha. By the way, have you seen ""Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai"" (We Still Don't Know the Name of the Flower We Saw That Day)?"
♣[USER] あけましておめでとうごさいます☆ こちらこそ今年もよろしくお願いします♥,♣[USER] Happy New Year! Thank you for your continued support this year as well.♥
みろく横丁の「わが家」さんなう。 (@ 八戸屋台村みろく横丁) [pic]: [URL],"Currently at ""Wagaya"" in Miroku Yokocho. (@ Hachinohe Yatai Village Miroku Yokocho) [pic]: [URL]"
ﾌﾊｰ (@ 羽田空港 第1ターミナル (HND/RJTT) w/ 7 others) [URL],Fuha (@ Haneda Airport Terminal 1 (HND/RJTT) w/ 7 others) [URL]
[USER] 大丈夫です！道はつながっているのです(＾ｰ^)ノ," Don't worry, everything is alright! The path is connected (＾ｰ^)ノ"
ホテル到着。ひと息ついたら中島公園のランナー受付会場へGo!  @ 東横イン 札幌すすきの交差点 [URL],"Hotel arrival. Once you catch your breath, head to Nakajima Park's runner reception venue! @ Toyoko Inn Sapporo Susukino Intersection [URL]"
佐和山城をのぞむ | [ジオラマ] [URL] #penpic,View of Sawayama Castle | [Diorama] [URL] #penpic
スッキリでやってる 「ブルーマン」っていうグループ すげえ、すげえ、すげえ、すげえ,"They're doing it cleanly, this group called ""Blue Man."" Amazing, amazing, amazing, amazing."
一足お先に、土用の丑。 (@ はな正) [pic]: [URL],"A step ahead, the midsummer day of the ox. (@Hana Masao) [pic]: [URL]"
ランチなう。 (@ パイナ アロハ・テーブル w/ [USER] [URL],Having lunch now. (@ Pineapple Aloha Table with [USER] [URL])
よかったね、みんな。その苦労して死にそうになって作品作っている姿はとってもいいもんでした！！今日は楽しもう！,"Good job, everyone. It was really nice to see you all working hard and putting your heart into creating your artwork, even if it felt like you were about to die. Let's enjoy today!"
朝の一杯…今日はちょっと贅沢⁈（笑）今日これから仕事頑張ろう( ´ ▽ ` )ﾉ @ STARBUCKS COFFEE 三軒茶屋店にタッチ！ [URL],"A cup in the morning... Today is a bit extravagant, huh? (laughs) Let's work hard from now on. Touch at Starbucks Coffee Sangenjaya Store! [URL]"
はぁ～？ 津市でも保育園 小学校 中学校で放射物資汚染された稲藁を食べさせてた牛肉を給食でだしてただ！ ふざけるな！ ,"Huh? In Tsu City too, they served beef contaminated with radioactive materials from rice straw in nursery schools, elementary schools, and junior high schools for school lunches! This is ridiculous!"
秋の日比谷公園ってNYのセントラルパークみたい。 (@ 日比谷公園 大噴水) [pic]: [URL],"Hibiya Park in autumn is like New York's Central Park. (@ Hibiya Park, Grand Fountain) [pic]: [URL]"
とりあえずここで昼飯。 @ コーヒー&食事 クレインにタッチ！ [URL],"For now, let's have lunch here. @ Coffee & Meal Crane, touch it! [URL]"
漫喫にて、人生について考える。  @ DiCE 池袋店 [URL],"Thinking about life at a manga cafe, @ DiCE Ikebukuro store [URL]"
応援席が黄色いw  @ 東京ドーム 三塁側スタンド [URL],"""The cheering section is yellow LOL @ Tokyo Dome, third base side stand [URL]"""
息子ちゃんのバレエ教室の間に読書タイム♫ [URL] ( スターバックス･コーヒー　ＴＳＵＴＡＹＡ　馬事公苑店  [URL] ) #tspot,Reading time during my son's ballet class ♫ [URL] (Starbucks Coffee TSUTAYA Uma-gokuen store [URL]) #tspot
大阪の舞台挨拶が終了してこれから名古屋に移動します (@ JR 新大阪駅 (Shin Osaka Sta.) w/ 11 others) [URL],"The stage greeting in Osaka has ended, and we will now be moving to Nagoya. (@ JR Shin-Osaka Station with 11 others) [URL]"
またあの人いる!!今日はオレンジと茶色のボーダーに黄色い帽子だ。,"That person is here again!! Today, they are wearing an orange and brown striped shirt and a yellow hat."
竹岡式ラーメン発祥の梅之屋に到着！(位置情報あり) …てか昼時前だってのにもう人並んでんのね（´・ω・｀）,"Arrived at Umenoya, the birthplace of Takeoka-style ramen! (Location information available) ...But even though it's still before noon, there's already a line of people waiting (´・ω・｀)"
why didn't I search for some nice phonics cards while I was in America?,Pourquoi n'ai-je pas cherché de belles cartes de phonétique pendant que j'étais en Amérique?
