sentences,translated
EDGEでTwitter始めました٩꒰๑ơ౪ơ꒱۶ フォローよろしくです (۶•౪•)۶❤٩(•౪•٩) [URL],I started Twitter on EDGE. Nice to meet you and please follow me. (۶•౪•)۶❤٩(•౪•٩) [URL]
ロジカルな論理でくるならロジカルで返す、、、 当たり前すぎてつまらん。 ロジカル・・ ロジカル・・あたまおかしくなるわ( *｀ω´),"If you come at me with logical reasoning, I'll respond with logical reasoning... It's so obvious that it's boring. Logical...logical...it's driving me crazy."
そういえば、ここって北大の近くなのよね。けいおんの真鍋さんが通ってる所だっけw もうだいぶ忘れちゃってるなぁ(￣◇￣;),"By the way, this place is near Hokkaido University, right? Is this where Mio Naganohara from K-On! goes? I've actually forgotten quite a bit (￣◇￣;)"
鳴門にいるよ 観光船が渦に巻かれて、乗客がすっ転んでたよ。ゼリーください。,"I'm in Naruto. The sightseeing boat got caught in a whirlpool, and the passengers fell down. Please give me jelly."
久々に Run&Walkを使って3.02kmを18:05(151kcal)でワークアウトしました。【ナノケアが５０名様に当たる！】[URL] #RunWalk,I used Run&Walk for the first time in a while and completed a workout of 3.02km in 18:05 (151kcal). [Nano Care is giving away to 50 lucky winners!] [URL] #RunWalk
[USER] [USER] なんかあるけどそんな情報ちっともないって(-_-;)どこであるん？？こっちは週５で学校やねん(T_T),"[USER] [USER], Is there anything going on? But I don't have any information at all. Where is it happening? Here, I have school five days a week. [sad face]"
[USER] 三階でも結構感じたーｺﾜｲ(*_*)菊池市が震度５強なんだね(/_;)/~~,[USER] I felt quite scared even on the third floor. Kikuchi City experienced a strong magnitude of 5 earthquake. (/_;)/~~
[USER] ワタシはスマホがわりに使ってるんですが、そういうもんなんでしょうか？,"[Assistant] I am using my smartphone as a substitute, but is that normal?"
到着！  島根は絶対集合時間に来やん 先生らのバスが毎回遅刻やからな～  そこんとこ納得いかん,"Arrival! Shimane never comes on time for sure, because the teacher's bus is always late. That's something I can't be satisfied with."
[USER] 帰ってきちゃったー。帰国早々、旦那は会社に行くそうな…。はい家族サービス終わりー。,"""I'm back! Just as soon as we returned to the country, it seems like my husband is off to work... And that's the end of family time."""
[USER] [USER] [USER] まちがえた！あそんでーーーw,[USER] [USER] [USER] I made a mistake! Just kidding! Hahaha!
この携帯やっぱ糞やわww  夜から充電してるのに もーほとんどないww  携帯変えたいですww,"This phone is so shitty lol. Even though I've been charging it since last night, it's almost dead already lol. I want to change my phone lol."
この時間思ったより高速空いてます。こんな車発見。気持ち良いだろうなあ。天気も良いし。 [URL],The highway is less crowded than I expected at this time. I spotted a car like this. It must feel nice. The weather is also good. [URL]
今日いった接骨院めっちゃよかった！！！ ほのかありがとう(⌒▽⌒),"The chiropractic clinic I went to today was amazing!!! Thank you so much, Honoka! (⌒▽⌒)"
急遽の友達のバースデーで酔い過ぎてしまい茶ビリンス行けません。ゴメンなさい。,"I'm sorry, but I'm unable to attend the tea ceremony due to getting too drunk at a sudden friend's birthday."
AKB48西武ドームLIVE 本日3日目最終日！！！ 座席に着きました。今日は、1塁側スタンド席11列目。3日間の中で1番いい席やぁ～！！！ 楽しむよ！！！ #AKB48,"AKB48 Seibu Dome LIVE, Day 3, final day today!!! I have taken my seat. Today, I am in the 11th row of the first base side stands. The best seat of the three days!!! Let's enjoy it!!! #AKB48"
最近ずっと風呂はシャワーで済ます。今日は久々に湯舟につかろーかな…(´･_･`)。,"Lately, I've been using the shower for bathing. Maybe today, after a long time, I'll take a bath... (´･_･`)."
[USER] そうなんですね！それはよかったですo(^o^)o都会は恐ろしいところですね…(T-T)お気を付けてお休みくださいませ＼(^o^)／,"[ASSISTANT] Oh, I see! That's good to hear o(^o^)o Cities can be scary places, right... (T-T) Please take care and have a good rest＼(^o^)／"
[USER] ルンルンの娘です。 私は学校で『スノードロップ』を読んでいます。 最初は、ありきたりな恋愛小説かなぁと思いながら読んでいました。 だけど、だんだんハマっていき、家にまで持ち帰ってずっと読んでいました。 ホントに感動して、4回も泣いてしまいました。,"[USER] I am a cheerful girl. I am currently reading ""Snowdrop"" at school. At first, I thought it was just a typical romance novel, but I gradually got hooked and ended up bringing it home and reading it all the time. It really touched me, and I even cried four times."
思ったよりかなり敷地でかい…。そして警備員さんにガン見されながらの撮影会。,"The premises are much larger than I thought... And during the photo shoot, I was constantly being stared at by the security guard."
パン教室と、フラワーアレジメント教室に通いたい！！(o･∇･o),I want to take bread making classes and flower arrangement classes!! (o･∇･o)
iPhoneホワイトのホームボタン、反応が悪くて修理に出したら新品で帰ってきた。喜んだのもつかの間、今度はボタンが飛び出てきた。表面よりも出っ張っていて触るとザラザラ。ササクレを触っている気分(T_T),"I sent my iPhone with a white home button for repair because it wasn't responding well, and it came back with a new one. I was happy for a moment, but now the button is popping out. It protrudes more than the surface and feels rough when touched. It feels like touching sandpaper (T_T)."
埼玉から都内へ帰ります。  夕陽が見れなくて残念！   走行中:彩甲斐街道,I will be returning from Saitama to Tokyo. It's a shame that I can't see the sunset! Currently driving on Ayakaibidō.
やっとナビが退院(^_−)−☆無音生活から解放される(^^)オートバックスなう。,"Finally, the navigation system is discharged from the hospital (^_−)−☆ I will be freed from the silent life (^^) Currently at Autobacs."
不眠症…どうすれば寝れる?ドクター禁酒令でお酒も飲めず秋の夜は無性に長い…,"Insomnia... How can I fall asleep? With the doctor's alcohol ban, I can't even drink alcohol, and autumn nights seem endlessly long..."
本日、大阪出張。　時間もなく、昼抜きの帰りは電車飛び乗りでコーヒーのみの食はキツイ。お腹空いた。。。。。。,"Today, I am on a business trip to Osaka. I don't have much time, so I skipped lunch and it's tough to just have coffee for my meal on the way back. I'm hungry..."
アメトークなう。ろばまる出ればいいのに！どれだけ両思いか語ってほしい (*^O^*)というかなかまるの愛の重さを全国放送で見せつけるといいよ！せっかくなのででんでん・じけめも出てくれるといい！！,"I'm watching AmeTalk now. It would be great if Robamaru could come out! I want them to talk about how much they are into each other (*^O^*), or better yet, show the weight of Nakamaru's love on national broadcast! It would also be nice if Denden and Jikeme could appear since it's a rare opportunity!!"
[USER] 俺もバンド練の前に一回感じを取り戻しておきたいんだ！！,[ASSISTANT] I also want to get a feel back once before band practice!
[USER] こんにちはー！  初めましてよろしくお願いします。 サッカー好きだなぁ？！僕も大好き！,[USER] Hello! Nice to meet you. Are you a soccer fan? I love it too!
まみちゅ に相応しいキャッチフレーズ『お　姫　様　抱　っ　こ　し　て　く　れ　な　い　と　暴　れ　る　ぞ』 [URL] #bunsyousin 暴れるぞ。,"The appropriate catchphrase for Mamichu is ""If you don't hold me, I'll go wild."" [URL] #bunsyousin I'll go wild."
橋下徹代表を、信じてる！できるだけ早く大阪に、戻りたい。 [USER],I believe in Representative Toru Hashimoto! I want to return to Osaka as soon as possible.
保育園のママ会と題しての飲み会、楽しすぎていま三次会終わったとこ。飲み足りないと思っていたら財布を忘れているし、そしていつの間にかこんな時間、、。記憶まばらやのに飲み足りひんけどもはや誰もおらず、どう考えても久々に酔っぱらいすぎ。帰るぞ、ワタシ。がんばれ。,"We had a drinking party titled ""Mom's Meeting"" at the daycare center, and it was so much fun that we just finished the third round. I realized that I forgot my wallet because I still wanted to drink more, and before I knew it, it's already this late... My memory is hazy, and I haven't had enough to drink, but there's no one left. I must say, I'm really drunk tonight, more than I have been in a long time. I'll head home now. Hang in there, myself."
[USER] そうなんですよ。年末に高○くんと会って、彼に対抗しようとね（笑）,"[ASSISTANT] Oh, I see. At the end of the year, I met with Takahashi-kun and tried to compete with him, you know, haha."
20　回腹筋しました！ #SitUpMan #腹筋達人.  ^ ^  [URL] [URL],I did 20 sit-ups! #SitUpMan #AbdominalMaster. ^ ^ [URL] [URL]
会社の飲み会です。初顔多くてどきまぎする。 (@ ダイニング Mitsubachi) [URL],It is a company drinking party. I am a little nervous because there will be many new faces. (@ Dining Mitsubachi) [URL]
ららぽーと横浜はまりそうー！楽しかった♬いくちゃんは、相変わらずオシャレで、きれいで、いい子だった！横浜で頑張ってママ友作らないといけないなーて思った！,"Lalaport Yokohama was amazing! It was so much fun♬ Ikuchan was as stylish, beautiful, and nice as ever! I thought I should make some mom friends and work hard in Yokohama!"
俺以外タッチしてねぇ @ アドアーズ 一宮店にタッチ！ [URL],I'm the only one who hasn't touched it! Touch at Adoaz Ichinomiya Store! [URL]
待ち合わせ時間を10分を過ぎても誰も来ないといういつものパターン。もう帰っていいんじゃないかと思う。連絡もないし。,The usual pattern of nobody showing up even after 10 minutes past the meeting time. I'm starting to think I should just go home. There's no communication either.
楽しかった！ 昨日から濃い時間だった(*^^*)先輩からのアドバイスをしっかり受けて勉強も就活も遊びも頑張ろう＼(^o^)／,"It was fun! It has been an intense time since yesterday (*^^*) I will make sure to take the advice from seniors seriously and work hard in studying, job hunting, and also having fun ＼(^o^)／"
バイト22時からになったヽ( ´￢`)ノやることいっぱいあるから、これは嬉しい！,"I got a part-time job starting from 10 pm ヽ( ´￢`)ノ There's a lot to do, so I'm happy about it!"
久しぶりに1991年のピション・ラランドちゃんに再会！熟成を重ねても、甘く優しくとっても高貴だな〜…。 うぅ〜。愛しのラランドちゃん（＾Ｏ＾☆♪ [URL],"I reunited with Pishon Raland-chan from 1991 after a long time! Even after maturing, you are sweet, gentle, and very noble... Ahh~ My beloved Raland-chan. (＾Ｏ＾☆♪ [URL])"
フットサルやりに行ってきます！明日絶対筋肉痛だよ…(´･ω･`),I'm going to play futsal! I'm definitely going to have muscle soreness tomorrow... (´･ω･`)
今日は大雪ですが、金沢大学でマツダのスカイアクティブエンジンの開発者の講演会を聞きにきました。 どんな話が聞けるか楽しみです。 [URL],"Today it's heavy snow, but I came to Kanazawa University to listen to a lecture by the developer of Mazda's Skyactiv engine. I'm excited to hear what kind of talk it will be. [URL]"
iPhoneケースも購入！Cardも入るし絶好調。ありがとう。,"I also purchased an iPhone case! It can hold cards too, and everything is going great. Thank you."
おばあちゃん達に熱いお茶をご馳走になった。美味しいけど汗が吹き出るw (@ 笛吹峠 w/ [USER] [URL],I treated the grandmothers to a hot tea. It was delicious but made me sweat. lol (@Fuefukidani Pass w/ [USER] [URL])
タイ料理やさんを見つけると、パッタイを頼んでしまう。ひきづってんなぁー,"When I find a Thai restaurant, I can't help but order Pad Thai. I'm totally hooked on it."
仕事やだなぁあんな上司がいるだけで心が荒む どっかいっちまえあのジジイ,"I hate my job. Just having that kind of boss makes my heart restless. Go somewhere else, you old man."
三連ちゃん二日目。日付の変わらないうちに帰る。よし、明日もいける！,"Day 2 of the three-day event. I'll head home before the date changes. Alright, I can go again tomorrow!"
[USER] ショック(;o;)   うわぁー落ち込み大(T^T),"[USER] Shock (;o;) Uwaa, I feel really down (T^T)"
人間て会わないと､その人の声とか顔とか忘れるよーに出来てるんだって.「会いたい」って想うよーに､脳みそが忘れちゃうんだってー.恋愛体質の人はそーかもね!,"It is said that humans are capable of forgetting the voices and faces of people if they don't meet them. The brain tends to forget as if it wants to say, ""I want to see you."" It may be true for people who have a romantic disposition!"
[USER] [USER] 印付けってことかな？それならするよ。折返し線とかボタン位置とか,"[USER] [USER] Are you talking about imprinting? If so, I can do that. Fold lines and button placement, for example."
さて、起きてクルマに戻ったはいいけど…  無線がえらい静かだなw  なんか暇そうな空気が漂ってます  いまのところは雨は小降り  この先どうなるかな？,"Well, I woke up and returned to the car... The radio is unusually quiet, haha. There seems to be a bored atmosphere. For now, the rain is light. I wonder what will happen ahead?"
シダのレディースデイ最高‼2時間330円なんて（＾Ｏ＾☆♪後は、歌を上手くならなきゃ;;,"""Ladies' Day at the karaoke place is amazing! Only 330 yen for 2 hours (＾Ｏ＾☆♪ But I need to improve my singing skills;;"""
よくわからんっちゃけど！いまから、動物たちのお尻拝みに行ってくる！,"I'm not entirely sure, but! I'm going to go worship the butts of animals now!"
お腹空いたーーー。なぜ、池袋にきちゃったんだか…(´･_･`) (at JR 池袋駅) — [URL],I'm hungry... I wonder why I ended up in Ikebukuro... (´･_･`) (at JR Ikebukuro Station) — [URL]
この店のランチ、メイン料理以外デザートもバイキングで内容も良心的。外から見ると全然わからなかったけど中広くて洒落てます。店の名前分からん。あっランチ千円。,"The lunch at this restaurant is a buffet-style, including not only main dishes but also desserts, and the selection is reasonably priced. From the outside, it doesn't look like much, but the interior is spacious and stylish. I can't figure out the name of the restaurant. Oh, and the lunch is 1000 yen."
[USER] ヤングクラシックカー、この考え方とネーミングいいと思う。,"[USER] I think the concept and naming of ""Young Classic Car"" are good."
あいやー寒いっすねー(*´Д｀*)ﾉ))坊主だから余計( ；´Д｀) #NowPlaying Tentative - System Of A Down,"Oh, it's so cold, isn't it? (･д･｀o) I'm bald, so it's even worse. (；´Д｀) #NowPlaying Tentative - System Of A Down"
爆音注意なのだ RT [USER] ひゃ！嬉しい！！！ QT [USER] #nowplaying ThrBird In My Bosom - Dj BIRDY,Be cautious of loud noises. RT [USER] Hyaa! I'm happy!!! QT [USER] #nowplaying ThrBird In My Bosom - Dj BIRDY
[USER] 回りにドコモユーザーが少ないので見送ります(^-^;,I will pass because there are few DOCOMO users around me (^-^;
22日のめざましライブ行きたい。誰がでるって？SCANDAL )^o^(,I want to go to the Mezamashi Live on the 22nd. Who will be performing? SCANDAL )^o^(
昨晩は……大変御迷惑をお掛けしましたことを、心からお詫び申し上げますm(_ _)m,I sincerely apologize for causing you great inconvenience last night. m(_ _)m
今年初イルミネーション(*ﾟДﾟ*)帰りに食べたとんこつラーメンが超絶美味しかった（笑） [URL],The illumination at the beginning of this year was amazing (*ﾟДﾟ*). The tonkotsu ramen I had on my way home was incredibly delicious (lol) [URL]
らんち美味しかったー！先日のリベンジを果たすためにってわけでもないけどベリーレアオーダーしてみたら通った！笑 とはいってもベリーレアってどのくらいレアなの？レアってどのくらいのこというの？うーんうーん。とりあえず美味しかった～,"The dish was delicious! It wasn't exactly to seek revenge from the other day, but I decided to try ordering something very rare, and it worked! Haha. But what exactly does ""very rare"" mean for this dish? How rare is considered ""rare""? Hmm, I'm not sure. Anyway, it was delicious~"
髪の毛切ってもらったよ (@ 高崎駅 (Takasaki Sta.)) [URL],I got my hair cut at Takasaki Station. [URL]
家について溜まってた今日からマ王！を二話分見て、十分に冷房で身体も冷やしたらようやく人心地ついたように思います。,"I think I finally feel at ease after watching two episodes of ""Maou-sama, Retry!"" that I had been meaning to catch up on, and cooling my body down sufficiently with the air conditioning."
[USER] [USER] 唯我独尊。レディ・ガガも歌ってます。(^_^;) [URL],[USER] [USER] I am unrivaled. Lady Gaga also sings it. (^_^;) [URL]
今日は寺島しのぶ似のメグたんにカット＆カラーしてもらい、その後はコクリコ坂に。,"Today, I got a cut and color from Megutan, who looks like Shinobu Terajima, and then went to Kokuriko-zaka."
仕事やだけどさ、がんばらないと。 崖っぷちの人生味わうとほんと。 つらいなー 廃棄をもってくる井上さんに感謝。,"I don't like my job, but I have to do my best. I'm really experiencing a cliffside life. It's tough. I'm grateful to Inoue-san for bringing me disposals."
どうも僕です。レジ待ちの列が店内を一周する勢いなので車で待ってる。 [SO-01B] [URL],"Hello, it's me. The checkout line is so long that it is going around the inside of the store, so I'm waiting in the car. [SO-01B] [URL]"
[USER] そうこれわたしんち。（笑）今日はぐっだり。（笑）,"[ASSISTANT] Oh, this is my house. (laughs) Today, I am completely exhausted. (laughs)"
クロッソ指定したらまた10番だー (@ カラオケ館 代々木店) [URL],"When I specified ""Kurosu"" again, it became Number 10. (@ Karaoke-kan Yoyogi Store) [URL]"
いや、それよりも、おみやまでいただいちゃいまして、、ホンマにありがとうございました。感激！,"No, but more importantly, thank you so much for the souvenir. I'm really touched!"
これから東京に帰ります。(@ 松本駅 (Matsumoto Sta.)) [URL],I will now be returning to Tokyo. (@ Matsumoto Station) [URL]
日曜日のこの時間にマラソンを見ると、日曜日をより実感できるのだ。,Watching a marathon at this time on Sunday makes me feel even more in touch with Sunday.
ふにー大好き。好き好き好き。 #FTJHBIRTHDAY  #FTJHBIRTHDAY  #FTJHBIRTHDAY  #FTJHBIRTHDA  #FTJHBIRTHDAY  #,I love Friday. I love it so much. #FTJHBIRTHDAY #FTJHBIRTHDAY #FTJHBIRTHDAY #FTJHBIRTHDAY #FTJHBIRTHDAY #
ハマスタなう＼(^0^)／ 初回から4点先制とか＼(^0^)／,I'm at Hamasta now ＼(^0^)／ We're leading by 4 points from the first inning ＼(^0^)／
[USER] 僕もTwitter初心者ですが年代も近いし仲良くしてください。競馬も勉強します！," I'm also a beginner on Twitter, but since we're around the same age, let's get along well. I will also study horse racing!"
入院して今日でちょうど10目何も出来ない自分!!家族や友達が電話やメール、会いにきてくれる(_ _)何かしないとってずっと考えてる!頭悪い俺はとりあえず調べものしながら知識でも♪なんて向かない考え(笑ま～無理なわけで( ´艸｀)とりま筋トレしょ♪いろいろ試した結果俺はバカです(笑,"I have been hospitalized for exactly 10 days and I can't do anything! My family and friends call, email, and come to visit me (_ _) I constantly think that I need to do something! I'm not smart, but maybe I can at least gain some knowledge by researching (*laughs* well, that's an impractical idea (´艸｀) Anyway, I'll do some muscle training ♪ After trying various things, I've concluded that I'm an idiot (laughs)."
すごいねぇRT[USER] 地球にこんな場所があるんですね‼RT [USER] これが写真だなんて信じられん…地球ヤバイ。 [URL],"Wow, that's amazing! RT [USER], I can't believe there's a place like this on Earth! RT [USER], it's hard to believe that this is a photograph... Earth is incredible. [URL]"
[USER] ああ～好きだね(^ ^)！  てか、福島高によつぎって先生来たやろ？(^-^),"[USER] Ah~ I like it, you know (^ ^)! By the way, did a new teacher come to Fukushima High? (^-^)"
考査の結果キター。無事に実務補修所1年目完了。宅建試験に向けて臨戦体制に入ろっと。久々の資格試験、去年の8月を思い出すぜよ,"Exam results are in! Successfully completed the first year of vocational training. Now, let's get into battle mode for the real estate exam. It reminds me of last August, when I took a qualification test after a long time."
[USER] [USER] ほんとすごいんだけど♥素敵すぎる★私はまず脱youtubeからはじめなきゃ照,"[USER] [USER] It's really amazing, but♥ it's too wonderful★ First, I have to start by quitting YouTube."
三宮方面行きの快速に乗ってたはずが、気がついたらめっちゃ変なところに行きついた…    兵庫県三田市広野５−１,"I was supposed to get on the rapid train bound for Sannomiya, but before I knew it, I ended up in a really strange place... 5-1 Hirono, Mita City, Hyogo Prefecture."
山寺-面白山高原-天童高原って登ってきた。これからダウンヒル♪( ´▽｀) [URL],I climbed up to Yamadera - Omoshiroyama Kogen - Tendo Kogen. Now it's time for downhill ♪( ´▽｀) [URL]
電車内で隣の兄ちゃんが地獄のミサワみてたので俺もミサワを見ることにしたんだけどAndroidガクガクすぎ。早いけどガクガク。いやホント早いけどね。,"I decided to watch ""Misawa in Hell"" too because the guy next to me on the train was watching it, but the Android was too laggy. It's fast, but laggy. Well, it's really fast though."
コナンの懐中時計ゲットしてもらった！お宝や！！Y⌒Y⌒ヾ(´▽`)ﾉ,I got Conan's pocket watch! It's a treasure!! Y⌒Y⌒ヾ(´▽`)ﾉ
ＪＡ前橋の収穫感謝祭のキャベツ抱え取り大会に並んでいます。 [URL],I am in line for the cabbage carrying contest at the Harvest Thanksgiving Festival at JA Maebashi. [URL]
[USER] まじ、話したい！笑 たくみの1年の頃の親友いるさ、あいつ何？←汚,"[ASSISTANT] Seriously, I want to talk! LOL Who is that old friend of Takumi from his first year? What's up with him?"
[USER] スタバ苦手ですよねｗ今度誘っても大丈夫ですかー(^^)/(^^)/(^^)/(^^)/(^^)/(^^)/(^^)/(^^)/(^^)/(^^)/(^^)/(^^)/(^^)/,"[ASSISTANT] Starbucks isn't your cup of tea, huh? Is it alright if I invite you next time? (^^)/(^^)/(^^)/(^^)/(^^)/(^^)/(^^)/(^^)/(^^)/(^^)/(^^)/(^^)/(^^)/"
ヨガやらないと体だるくなるな～。てかお酒飲むと一気に不調になる(´･ω･`)たしなむ程度にしよう。,"If I don't do yoga, my body feels sluggish~ Well, if I drink alcohol, I quickly become unwell (´･ω･`) I should limit myself to a moderate amount."
生徒からもらった前向きになれる言葉 「先生大丈夫ですよ。戦国武将は60で子をもうけたんですから。」  •••,"Words that I received from a student to help me stay positive: ""Don't worry, Sensei. Sengoku warlords had children even at the age of 60."""
東方神起ダンス何回みてもセクシーすぎる。特にユノ！たまらん！横で中一の息子、何回もテレビ巻き戻しスローでダンシング頑張ってユノのとこ練習しよる！セクシーやなか( ´ ▽ ` )ﾉ,"No matter how many times I watch TVXQ's dance, it's just too sexy. Especially Yunho! He's irresistible! My seventh-grade son keeps rewinding the TV and practicing Yunho's dance moves in slow motion beside me. It's so sexy, you know. ( ´ ▽ ` )ﾉ"
[USER] 遅くなってしまって^^; ありがとうごさいます(#^.^#)浅草でお蕎麦を食べて帰ります^^;,[USER] I'm sorry for being late ^^; Thank you so much (#^.^#) I will eat soba noodles in Asakusa and then go home ^^;
stylusブログも更新しました！！ぜひ見てみてください！！RT [USER] [exblog] 別注のPコートが入荷致しました。 -Scye BASICS- [URL],I have also updated the Stylus blog!! Please take a look!! RT [USER] [exblog] Custom-made P Coat has arrived. -Scye BASICS- [URL]
意外とちゃんとしてるので18切符で帰ってきてるから大丈夫ですよ [URL],"I'm coming back home using the Japan Rail Pass, so don't worry because I am managing things surprisingly well. [URL]"
一年寝かせた天青朝搾りはもう空いてしまいましたか？泣 [USER],"Has the Aomori Blue Morning Squeezed that I aged for one year already sold out? Aww, [USER] is crying."
午後から嫁さんの友達が家に来るので、一人で京都なう。 腹減ったから一先ずラーメンでも食うか。,"I'm heading to Kyoto alone because my wife's friend is coming to our house in the afternoon. I'm feeling hungry, so I think I'll grab some ramen for now."
[USER] 復活したんですね！(^ ^)  文化祭、楽しみにしてますー！笑,"[Assistant] You're back, aren't you? (^ ^) I'm looking forward to the cultural festival! Haha"
レイヤーだが別に気にしない…RT [USER] ズムサタで同人誌無断撮影した（と言われている）コミケ特集やってる。許可してないのに同人誌うつされた人やコスプレ撮影された人、どうせテレビ局に言っても無駄だからスポンサーに文句言うべき。ついでに日テレ出入り禁止すべき。  #ntv,"I am a layer, but I don't really mind... RT [USER] They are doing a special feature on Comiket, where it is said that unauthorized photography of doujinshi (fan-made works) took place. Those who had their doujinshi taken without permission, as well as those who had their cosplay photographed, should complain to the sponsors since it would be pointless to complain to the TV station. In addition, NTV should be banned. #ntv"
[USER] 行きたいけどバイトなんよね(´Д` )行けても22時すぎかな(T ^ T)わかんないけど(´Д` ),"[Assistant] I want to go, but I have work. Even if I can go, it will probably be after 22:00. I'm not sure though."
[USER] くそだね  こんなつまんねーサッカー見たの初めてだわ。 スタジアム入った瞬間小平で練習してんのかとおもったよ,"[USER] Damn, this is so boring. It's the first time I've ever seen such a dull soccer game. The moment I entered the stadium, I thought they were practicing in Kozakai."
オワタ 90分で1回中出しｗｗｗ  眠ダルかったのと話が盛り上がって1回しか出来なかったけどなかなかヨカタ,"Finished, one creampie in 90 minutes lol. I was really tired and the conversation was exciting, so we could only do it once, but it was quite good."
[USER] 確かにwでもその圧力鍋はまぢで気になった！レンジで煮物出来るとか財布に優し過ぎる＼(^o^)／,"[ASSISTANT] Indeed, lol. But I was really interested in that pressure cooker! The fact that you can make stew in the microwave is too wallet-friendly! ＼(^o^)／"
[USER] [USER] 舞は全然遊んでないもんなぁ（ ; ; ）まっ、その気持ちはみゆも負けるねぇ（笑）,"[USER] [USER] I haven't really played around with dancing at all ( ; ; ) Well, MiYu would definitely understand that feeling too, haha."
[USER] 今から荒尾、玉名方面に向かうけど、何処か楽しい所ないかなぁ？," I'm heading towards Arao and Tamana, but I was wondering if there's any fun place to go?"
五月一日からリハビリ開始！頑張ります。[USER] [URL],Starting rehabilitation from May 1st! I will do my best. [User] [URL]
[USER] 自転車で行けるし、部署がおじさんばっかりだからスッピンで行けちゃうw,"[USER] I can go by bicycle, and since the department is only filled with older men, I can go without makeup, lol."
[USER] 確かに『大阪ラーメン』食べたけどうまい(^O^)／ 飲んだ締めはアッサリ塩ラーメンがいいけどね！,"I certainly ate ""Osaka Ramen"" and it was delicious (^O^)／ As for the finishing drink, a light salt ramen is good, though!"
卒業文集のプロフィールの将来の夢ニートってかいたら、ニートは職業じゃないとかいわれたw“[USER] 一番向いている職業はニート”,"If I write ""NEET"" as my future dream in the profile of the graduation yearbook, someone said, ""Being a NEET is not a profession."" w ""[User], being a NEET is the most suitable occupation."""
[USER] いやいや今日は移動日です～また4時台にお耳にかかります," Oh no, today is a travel day~ I'll talk to you again around 4 o'clock."
寝付けない。 いろいろ不安はあるよ。 明日なんかこなきゃいいのに。,I can't fall asleep. I have various anxieties. I wish tomorrow would just not come.
今日はホテルに宿泊なり。無駄にセミダブルという。ふぉっふぉっふぉ (@ 伏見モンブランホテル) [pic]: [URL],Today I stayed at a hotel. It was unnecessarily a semi-double room. Hehehe (@ Fushimi Mont Blanc Hotel) [pic]: [URL]
[USER] 混乱はしないよ。新たにドイツ語習いたいけど元気がない…,"[ASSISTANT] I won't be confused. I want to learn German, but I don't have the energy..."
このDVDもってる。 こんなにプレミアつくと思わんかった。   ■未開封新品■スピッツ(SPITZ)-放浪隼純情双六DVD-BOX■ [URL],"I have this DVD. I didn't expect it to become so valuable. ■ Brand new, unopened ■ Spitz (SPITZ) - Wanderer Junjō Sugoroku DVD-BOX ■ [URL]"
灯篭を流し終えた。 気がつけば地元の人もたくさん手伝ってくれていた。 灯篭にかかれたメッセージを読みながら灯篭を押し出す。,"I finished releasing the lanterns. Before I knew it, many locals had also been helping. While reading the messages written on the lanterns, I push the lanterns out."
こんな時間にすき家食べちゃった。大ボーリング時代を思い出すなぁ,I ate at Sukiya at this time. It makes me reminisce about the good old days of bowling.
[USER] そなのよね！そのスタイルに似合う部屋ってどんな感じかなぁ…,"That's right, isn't it! I wonder what kind of room would suit that style..."
いいなぁケンツはkmrが遊んでくれて 俺とは全部遊んでくれry),I'm jealous that Kenz is playing with kmr and playing with me too.
299号はかなり空いてて気持ちいい。だけど体が疲れてちょっと休憩,"Number 299 is quite empty and feels nice. But my body is tired, so I will take a little break."
振り返る貴方を抱き寄せてもう一度キスしたかった。朝から下がる曲ありがとiPod,"I wanted to embrace you as you turned around and kiss you once again. Thank you, iPod, for playing a song that makes my mood rise since morning."
[USER] 道の駅で寝床探してたら、自分も昔は旅をしてた方に話しかけられ、家くるかって泊まらせてもらった！子供の空手の習い事見に行ったり、花火したり家族のように生活してたよ！(^^),"While I was looking for a place to sleep at a roadside station, someone who used to travel approached me and asked if I wanted to come to their house to stay the night! I went to see their children's karate lessons, and we even watched fireworks together. I lived with them like family! (^^)"
おはよ(^_−)−☆ 今日は休みー‼  昨日はありえなかった… やっぱり人ってそんなもんなんだ… 悲しいぜ…,Good morning (^_−)−☆ Today is a day off‼ Yesterday was unbelievable... I guess that's just how people are... It's sad...
満席で友達と隣の席になれなかったー残念(>_<)ではドバイについたら呟きますw,"I couldn't sit next to my friend because the seats were fully booked. It's a shame (>_<). I'll tweet when I arrive in Dubai, haha."
[USER] いいな！映画一人デビューをライフでしようと密かに思っています！,[Assistant] Nice! I secretly hope to have a solo movie debut in my life!
もう大宮で禁断のワープを使った。 平日のアウトレットは静かね…。さて買い物せねば。,"I used forbidden warp in Omiya. The outlet on weekdays is quiet, isn't it? Well, I should go shopping now."
もうすぐ福岡を出発します。福岡楽しかったぁψ(｀∇´)ψ絶対また来ます‼博多の皆さんありがとうございましたm(_ _)m,I will be departing Fukuoka soon. I had a great time in Fukuoka~ψ(｀∇´)ψ I will definitely come back again! Thank you everyone in Hakata m(_ _)m
