sentences,translated
ＪRにいらぬ期待をして、東京駅で丸ノ内線を下車したのが命とりだったかな！ここで時間のロスがなかったら、新宿線の終点までいけたような気もしないではない。いずれにせよ、明日は仕事やすみだ。,"Having unrealistic expectations of JR, getting off at Tokyo Station on the Marunouchi Line turned out to be a fatal mistake! If I hadn't wasted time here, I might have been able to make it all the way to the end of the Shinjuku Line. Either way, tomorrow is a day off from work."
おにいちゃんもさみしかったのです。“[USER] ブログを更新しました。 「さみしかったのぉ」→[URL],"Big brother was also lonely. ""[USER] updated their blog. 'I was feeling lonely' → [URL]"""
茨城空港インターから水戸インターに行きたかっ たのにJCTで間違えてしまった。。（−＿−；）水戸南で気づいて降りた所。した道で水戸インターに向かってます。（笑）,"I wanted to go from Ibaraki Airport Interchange to Mito Interchange, but I made a mistake at the JCT (junction)... (-＿-;) I realized it at Mito Minami and got off there. Now I'm heading towards Mito Interchange on the correct road. (laughs)"
[USER] 男友だちと飲みにいくーって出掛けたけど実際女と2人で食事に行ってたらい（ーー；）気持ち冷めたよ,"[USER] I was supposed to go out drinking with my boyfriend, but when we actually went out, he was having a meal with another girl (ーー；) I lost interest."
メアド変更メールを送りました。 届いてない人又は知らない人は言ってください。,"Translation: 

I sent an email to change the email address. If you haven't received it or if you are not aware of it, please let me know."
すんません。まとや牡蠣  @ かき小屋 ジャックポット 祐天寺 [URL],Excuse me. Mato-ya Oysters @ Kaki Koya Jackpot Yutenji [URL]
[USER] 昔車の免許証更新を、忘れていてと言うブログを、書かれましたね。俺も同じく平成の年を間違え平成23年12月27日に有効期限が切れてました。,"[USER] I saw a blog post where someone forgot to renew their driver's license a while ago. I made the same mistake and my license expired on December 27th, 2011, thinking it was still the Heisei Era."
めちゃイケのAKB48以外だらけの大運動会でAKB48の質の高さがわかりました。神7はホントにかわいかったんですね。,"I realized the high quality of AKB48 at the grand sports festival where everyone except AKB48 from Mecha-Ike participated. The Kami 7 members were really adorable, weren't they?"
俺の大好きな場所(￣▽￣)   加賀の「月うさぎの里」に来ました♪♪   うさぎいっぱい( ´ ▽ ` )?,"I came to my favorite place (￣▽￣), ""Tsuki Usagi no Sato"" in Kaga♪♪ So many rabbits ( ´ ▽ ` )?"
[USER] 山梨県にある世界の滝100選の滝にあたればよし！,"If you come across one of the waterfalls selected as one of the ""100 Best Waterfalls in the World"" in Yamanashi Prefecture, it would be great!"
シェラトンでバケット買って今日のお買い物っていうか今年のおつかいは終了。さ、おせちとお雑煮の最終段階準備開始。疲れた〜。,"I bought a bucket at the Sheraton, so our shopping for today, or rather our errands for the year, are finished. Now, it's time to start the final preparations for New Year's dishes and rice cake soup. I'm exhausted~."
鳥居寄贈！文字通り規模が違う?♪( ´▽｀) RT [USER],Donation of a Torii gate! The scale is truly impressive~♪( ´▽｀) RT [USER]
奥田民生が歌うCM曲、And I Love Carをまだレンタルしてなく、 iPhoneに入れてる『マシマロ』をヘビロテchuっ！ 民生節、炸裂中です,"I have not rented the CM song ""And I Love Car"" sung by Tatsuo Oda yet, but I've been playing the ""Marshmallow"" song on my iPhone on repeat! It's full of Tatsuo Oda's signature style and it's exploding right now."
東西名人会面白かった。喬太郎さんに惚れ直した。文華さんに惚れた。頑張って仕事終わらせた甲斐がある,The meeting with the famous people was enjoyable. I fell in love with Kyo taro-san again. I fell in love with Mika-san. It was worth working hard to finish the job.
牛レバーにO-157だって川;ﾟ;Д;ﾟ;川 レバ刺しの提供法律で禁止されるみたいですよヾ(;´Д`●)ﾉ,"Translate to English: 

It seems that serving raw beef liver, especially with O-157, is prohibited by food safety laws. ヾ(;´Д`●)ﾉ"
[USER] 来週のナゴヤドームでのトークショー、エロいことも話すんですよね！今から楽しみです！家が建たずにナニが勃つトークをお願いします！,"[Assistant] I'm looking forward to the talk show at Nagoya Dome next week, where dirty things will also be discussed, right? Please give us a talk that will make our houses not only stand up but also rise with excitement!"
聖地へ (@ アップルストア 名古屋栄 (Apple Store,"To English: 

To the holy land (@ Apple Store Nagoya Sakae (Apple Store)"
ドーナツもらった(o^^o)ｳﾏｳﾏ　皆さんお疲れさまでしたm(_ _)m,"I received a donut (o^^o) Yummy! Good job, everyone, you must be tired. m(_ _)m"
[USER] 整理券配る前の段階で500人はいた印象なんで多分1000人くらいはいるんじゃないですかね？,"[ASSISTANT] Before distributing the coupons, I had the impression that there were about 500 people at the stage prior, so I think there would probably be around 1000 people, right?"
左側で充電してみたい [USER] #LOVECARS  [URL],I want to charge on the left side [USER] #LOVECARS [URL]
現場をまわると ヒントがたくさんあるし 気づきがたぁーくさんある(^^) 現場ぬきに本社は仕事しちゃだめだ！,"When you go around the site, there are plenty of hints and lots of realizations (^ ^) It's impossible to work at the headquarters without being on-site!"
[USER] わかるわぁ〜。おれもやったコトある。習慣ってコワイよね,"[USER] I understand, you know~. I've also done it before. Habits can be scary, right?"
IN THE AIR / spining by DAISHI DANCE /  MID NIGHT [URL],IN THE AIR / spinning by DAISHI DANCE / MIDNIGHT [URL]
[USER] あっそう(￣▽￣) おれ次の火、木テニス行くからこいよd(￣ ￣),"[ASSISTANT] Oh, really? (￣▽￣) I'm going to play tennis on Thursday, so come along d(￣ ￣)"
ぼくはチャラくないし、オタクでもない、わかってくれる人がいるただ、それだけでいい,"I'm not a playboy, nor am I an otaku. I just want someone who understands me, and that's enough."
チーズセミナーのご案内。 『フランス・サヴォワ地方のチーズ造りの現場から?』 フランスのサヴォワ地方で『アボンダンス』というＡＯＣチーズを造っている日本人の山口さんのチーズセミナーを企画しました。 サヴォワ地方チーズ5種とワイン付。,"Cheese Seminar Announcement: ""From the cheese-making site in the Savoie region of France~"" We have planned a cheese seminar presented by Mr. Yamaguchi, a Japanese individual who produces the AOC cheese called ""Abondance"" in the Savoie region of France. The seminar will include five types of Savoie region cheeses and wine."
マック簗瀬店なう。前住んでたアパートのすぐ近く。そこそこ便利な場所。市場が近いから、生鮮食品は良いものが買えるの。,"I'm at the Raseten McDonald's now. It's right near the apartment I used to live in. It's a fairly convenient location. The market is close by, so you can buy good fresh food there."
[USER] 最重要！！間違いない！w仲良くしてもらえるか不安すぎる(´･ω･`),[Assistant] Most important!! No doubt about it! I'm too worried if we can get along well (´･ω･`)
[USER] 江北のドンドンダウンにきてみたよ！売り物にならなくても海外で使うってゆーからいいなと思って☆,"[Assistant] I came to Jiangbei's Dondon Down! Even if it's not something for sale, I think it's great that it can be used overseas☆"
ミーティングまで後4時間ww  @ きりん一番どり [URL],"4 more hours until the meeting, lol @ Kirin Ichiban Dori [URL]"
飲み帰りなのにこの前のおっちゃんがおっきい焼き芋くれてなんとなく買わないわけにはいかず焼き芋買った( ´▽｀)w3本で200円は安い！ [URL],"On my way back from drinking, the old man I met earlier gave me a big sweet potato, so I couldn't help but buy some. I bought three sweet potatoes for 200 yen, which is cheap! [URL]"
ちょっ？！…今日、世界不思議発見 やってないじゃん！ なんか、音楽番組…  折角9時に間に合うように帰ってきたのに、がっかりだよ,"Huh?!... Today, they didn't air ""World Mysterious Discoveries,"" did they? Instead, it's some music program... I made sure to come back in time at 9 o'clock, and I'm really disappointed."
10:31発のやつ目の前で扉しまった＼(^O^)／ww 10:51発のやつで名古屋いきます,The train that was supposed to depart at 10:31 just closed its doors right in front of me ＼(^O^)／ lol I will take the one departing at 10:51 to go to Nagoya.
夜遅くなってしまったので、 個別メールは控え、Twitterのみでご報告します。 さきほど無事帰宅しました。  みなさまありがとうございました。  日付変わって30日、今日より出社致します。,"Since it got late at night, I will refrain from sending individual emails and report only on Twitter. I just arrived home safely a little while ago. Thank you all very much. It is now the 30th, and I will return to the office starting today."
一日一善、笑顔であいさつ うちの近くにあるポジティブな看板！ 元気でる [URL],"One good deed a day, greet with a smile. A positive sign near my place! It cheers you up. [URL]"
[URL] 見ました?＼(^o^)／ 絵うまいですね( ´ ▽ ` )ﾉ,"I saw it~＼(^o^)／ You're good at drawing, aren't you? ( ´ ▽ ` )ﾉ"
今夜はここで飲んじゃう！ @ 新宿 居酒屋 絶好調 てっぺんにタッチ！ [URL],"Tonight, we're going to drink here! @ Shinjuku Izakaya, feeling great, reaching the top! [URL]"
大分県大分市春日神社来たらとうもろこし買いに来てくださーい！！！Twitter見て来ましたっていってくださればオマケあるかも！？宜しくお願いします?！,"When you come to Kashima Shrine in Oita City, Oita Prefecture, please come buy some corn!! If you say you saw it on Twitter, there might be a bonus! Thank you very much!"
一人になったら感じる寂しさ。もうひろやとかジャイの部屋に突撃できないとは…,The feeling of loneliness when you're alone. It's too bad that I can't barge into Hiroya or Jai's room anymore...
清原 大輔の事を図鑑で調べたら、【学名】ｲﾂﾓ・ﾌﾂｶﾖｲ【主食】土【特徴】一日の大部分はゴロゴロと寝て過ごす [URL]  土をつまみに今日も一杯・・・飲むか?(´Д` )って気分転換とはいえこんな事してる場合ではないε=ε=ε=┌(;￣◇￣)┘,"When I looked up Daiusuke Kiyohara in a field guide, it said 【Scientific Name】 Itsumo Futsukayoi 【Diet】 Soil 【Characteristics】 Spends most of the day sleeping and lounging around [URL] Just grabbing some soil for a snack... Shouldn't be doing something like this even for a change of mood ε=ε=ε=┌(;￣◇￣)┘"
foo fightersが好きだから。 #皆さんのTwitterの名前の由来はなんですか,"Why do you all have the name of ""foo fighters"" on Twitter, because I like them."
[USER] こちらはIKEAのレストランの列に並んでます。^^;,[ASSISTANT] I am queuing in the line for the IKEA restaurant. ^^;
年間20msvの根拠となったICRP(国際放射線防護委員会)はイギリスの民間慈善団体にすぎず、国際的な公共機関ではない。世界中の原子力ムラから献金を受け入れ、いかに被曝のリスクを小さく見せるかを画策し発表する「国際原発防護委員会」だった。,"The ICRP (International Commission on Radiological Protection), which served as the basis for an annual dose limit of 20 mSv, is not an international public institution but rather a private charity organization based in the United Kingdom. It accepted donations from the global nuclear industry and strategized how to minimize the perception of radiation risks, ultimately operating as the ""International Committee for Nuclear Power Protection."""
マジかー！カナシス。東京事変がバンド解散を発表 [URL] #yjfc_j_rock_and_pops,Seriously? Canasis. Tokyo Jihen announces band dissolution [URL] #yjfc_j_rock_and_pops
パヴェーゼを探しに。 (@ 市川市立 中央図書館) [URL],Looking for Pavese. (@ Ichikawa City Central Library) [URL]
ホットサラダラップ。。。美味しいのね。味うすあじで野菜いっぱい。気に入ったかも?at スタバ [URL],"""Hot Salad Wrap... It's delicious, you know. It's lightly seasoned with plenty of vegetables. I might have found a new favorite at Starbucks [URL]."""
今日、緊急スクランブル出勤。今、帰宅中です。今週はついてなかったな。。,"Today, I had an urgent scramble to go to work. I am currently on my way back home. This week has not been going well.."
ブログ書いてるので、見に来てください（＾Ｏ＾☆♪ [URL] です☆ネイルやパワーストーンや愛犬の事を書いてます♪,"I'm writing a blog, so please come and take a look (＾Ｏ＾☆♪ [URL]) ☆ I write about nail art, power stones, and my beloved dog ♪"
[USER] やばいんだよねー(´Д` )でもやめられないんだよー笑,"[Assistant] It's so dangerous (´Д`) but I can't quit, lol."
ワカサギ釣りに山中湖なう。ビールのみながら釣るぞー。船酔いとともにダブルで酔いそう。てかなうてw  [URL],"I'm currently fishing for smelt at Lake Yamanaka. Planning to enjoy some beer while I fish. Might end up getting double drunk along with motion sickness. LOL, can't wait! [URL]"
[USER] 登山しようぜ！8月10から15で都合つく日ある？,[USER] Let's go mountain climbing! Do you have any available days between August 10th and 15th?
駅到着！朝飯買う?。 (@ 国際展示場駅 (Kokusai-Tenjij? Sta.) w/ 49 others) [URL],Arrived at the station! Going to buy breakfast in the morning. (@ Kokusai-Tenjij? Station with 49 others) [URL]
オリジナルラベルの芋と麦入荷です。www.daddysdaddy.jp [URL],Original label potatoes and wheat have arrived. www.daddysdaddy.jp [URL]
今日も非常に暑い。 (@ Starbucks Coffee 渋谷2丁目店) [URL],It's very hot today. (@ Starbucks Coffee Shibuya 2-chome store) [URL]
さーむーいよー((((；ﾟДﾟ)))))))凍え死ぬ！トイレいきたい！iPhoneちゃんあと7%の命。がんばれ,It's so cold((((；ﾟДﾟ))))))) I'm freezing to death! I need to go to the bathroom! iPhone-chan has only 7% battery life left. Hang in there!
小田急線もなかなかエアコン入れてくれないんだよね。もっとお客さんの身になって空調して欲しいよね。[USER],The Odakyu Line doesn't turn on the air conditioning easily. I wish they would consider the comfort of the customers and provide better ventilation. [USER]
比較用：現在の月（20:45）iPhone3GSのカメラじゃこれが限界。あとで時間あったら月食も撮ろう [URL],"Comparison: The current moon (20:45), this is the limit for the iPhone 3GS camera. I'll try to capture the lunar eclipse later if I have time. [URL]"
今家で美味しいご飯をいただいてまぁす #1RTもされなかったら私空気 以下（涙） [URL],"I'm currently enjoying delicious food at home. If I don't even get a single retweet, I feel like I'm invisible. (Tears) [URL]"
[USER] それガンが増しょ…ry   平熱35度って私より低いよ〜。マクロ元気飲んでる〜？ ここ二週間くらい飲めてないんだけど、明らかに疲れやすくなった…。,"[USER] That's worsome... ry. Their normal body temperature is lower than mine at 35 degrees Celsius. Are you still drinking Macrogenki? I haven't been able to drink it for about two weeks, and I can clearly feel that I've become more easily fatigued..."
すいかぁ??山形の尾花沢産です。おいしぃー！！vita フルーツ王国山形。メロンも美味しいらしい。次トライ（笑） [URL],"Translation: 

Watermelon ?? It's produced in Oishakawa, Yamagata. It's delicious!! Vita, the fruit kingdom of Yamagata. I heard the melons are also delicious. I'll try them next time (lol) [URL]"
[USER] ディズニーマジックより、入園者数が気になるけど！そして中央線に乗るなんてもはや…(￣▽￣)想像できない行為なんだけど笑?そんな幾多のハードルを意外にサラッと越えたらねー。ひとまずお土産だけ待ってるね(o^^o),"[Assistant] From Disney Magic, I'm curious about the number of visitors entering! And as for riding the Chuo Line, it's like... (￣▽￣) I can't imagine doing such a thing, lol! If I manage to easily overcome all those hurdles, it'll be amazing. For now, I'm just waiting for souvenirs. (o^^o)"
10時に寝たら2時に起きた(^o^) まじおばあちゃん テレショップやってる。補正下着！いいなぁ。理想のボディライン！！スマートバディになりたい,"I went to bed at 10 o'clock and woke up at 2 o'clock (^o^) Seriously, Grandma is watching the tele-shopping channel. Shapewear! How nice. The ideal body line!! I want to have a slim body."
帰宅中なう。今日は溜め込んでいたポッドキャストをガッツリ聴いた!!(^^;,"I'm in the middle of going home. Today, I listened to a bunch of podcasts that I had been saving up!! (^^;"
[USER] [USER] [USER] イケメソやなぁー ってか、この写真は…ww,"[USER] [USER] [USER] ""He's stylish, huh?"" And speaking of this photo... haha"
[USER] うーん三三三?(；???)? でも、あたしは軽い方だったからねぇ(????????)?赤ちゃん元気な証拠ともゆうし、頑張れっ??(´ ? `?),"[Translated] Hmm, 333 ?(；???)? but, I was on the lighter side, you know (????????)? They say it's a sign that the baby is healthy, so keep up the good work? ?(´ ? `?)"
静岡市を通過中　去年の今頃はこの辺に住んでいたんだよな　東名高速道路 34.965533,"Passing through Shizuoka City. Around this time last year, I was living around here. Tomei Expressway 34.965533."
[USER] 会えなかったね(>_<) 昨日の午前中まではかなり残ってたらしいんだけどね(´･_･`),"[USER] We couldn't meet, huh (>_<) It seems like it was quite lingering until yesterday morning, though (´･_･`)"
浜松町で小便小僧を撮影。第九投は5！奇跡のストレートゴール！！秋葉で打ち上げなう♪(´ε｀ ) #山手線すごろく [URL],"Taking photos of the ""Shy Urinator"" at Hamamatsucho. The ninth attempt was a 5! A miraculous straight goal!! Celebrating in Akihabara now ♪(´ε｀ ) #YamanoteLineSugoroku [URL]"
悲しいほど、その通り。RT [USER] 見事なまでに誰も、手段だけでビジョンを語らない党代表選。もっとも、マニフェスト放棄しているのだからビジョンも何もないのだけど。つまりもう、そこには解はないんです。政治にも国にも。,"Sadly, that's absolutely true. RT [USER] The party leader election is devoid of anyone articulating their vision, relying solely on tactics. But then again, since they have already abandoned their manifesto, it means they have no vision at all. In other words, there is no solution there anymore, neither in politics nor in the country."
[USER] kwsk?ダイレクトメールで解答キボンヌ(´Д` ),"[Assistant] What's wrong? Give me the details in a direct message, I'll provide a helpful answer. (´Д` )"
淀川に神戸に三田花火大会あるけど、深夜から仕事なんで、寝ます。 おやすみジンコ(｀_´)ゞ,"There is a fireworks festival in Sanda, Kobe, by the Yodogawa River, but I have work from late at night, so I will go to sleep. Goodnight, Jinko (｀_´)ゞ"
[USER] 本年も色々とありがとうございました?来年も宜しくお願い致します?良いお年を(^^),[Assistant] Thank you very much for everything this year!! I'm looking forward to working with you next year as well!! Have a wonderful year ahead (^^)
コーヒー一杯飲んでから帰ります。 (@ JR 中央・総武線各駅停車 西荻窪駅) [URL],I will have a cup of coffee before heading home. (@ JR Chuo-Sobu Line Local Train Nishi-Ogikubo Station) [URL]
[USER] 昨晩仕事中に電話が来て…安定期まで家族には非公開らしい でもネットでつぶやいちまった（笑）,"[Assistant] Last night, I received a phone call while I was working... It seems like it's supposed to be kept private from my family until a stable period, but I accidentally tweeted about it on the internet (laughs)."
新宿駅東南口でホーリーダンス聴いてホップステップ。 #nowplaying ホーリーダンス byサカナクション,"Listening to ""Holy Dance"" by Sakanaction at the southeast exit of Shinjuku Station. #nowplaying"
今朝はいい天気。でも寝坊して今起きたw 上高地トレッキングへGO,It's a beautiful morning today. But I overslept and just woke up haha. Let's head to the Kamikochi trekking!
またうたた寝してしまった。 鎧の景観。美し。目が覚めました!! 車窓からジオパーク満喫ーヽ(￣▽￣)ノ,I fell asleep again. The view of the armor. Beautiful. I woke up!! Enjoying the geopark from the car window ヽ(￣▽￣)ノ
ただいまトリビア見てます。懐かしい映像…高橋克実がまだ髪の毛残ってる?(-_-;),I'm currently watching Trivia. The footage is nostalgic... Takahashi Katsumi still has hair~-_-;
ストーカー・フェイス・マスター（カメラ名）が火を噴くぜっ！まってろよ、踊り子たちぃ（ょぅι゛ょ） [URL],"Stalker Face Master (camera name) is on fire! Wait for it, my dancing girls (??????)?? [URL]"
息子の西宮中学の50周年イベントに行ってきました。嫁さんも手伝いに行っているので散歩がてらに。しかし昨夜騒ぎ過ぎたせいか調子が今一つなので帰ります。ドトールコーヒーなう。,"I went to my son's Nishinomiya Junior High School's 50th anniversary event. My wife also went to help, so I decided to take a walk. However, I'm not feeling quite well, probably because I made too much noise last night, so I'm heading back home. Currently at Doutor Coffee."
[USER] ＞元気だせ〜  そのために望遠買ったのね。(^_^) 理解できた? 。今回は残念だったけど次回があるよ。お母さんの必死さは、娘に伝わってると思うよ!!!!!!! パパの分までがんばれ〜,"[USER]＞Cheer up! So you bought a telephoto lens for that. (^_^) I understood it~. It's a pity this time, but there will be a next time. I think your mother's determination is getting through to her daughter!!!!!!! Hang in there for your dad too~"
覚醒なう? 眠れる獅子しみこう? 何しようかな？ 勉強の前に．（笑）,Awakening now~ Let's awaken the sleeping lion ? What should I do? Before studying. (laughs)
[USER] いや、暑いっす( ；´Д｀)PlayのロンTだけでも暑い。これから沼津港に海鮮丼食べに行ってきます。 [URL],"[USER] Ugh, it's hot ( ；´Д｀) Wearing only Play's long T-shirt is already too hot. I'm going to Numazu Port now to eat a seafood bowl. [URL]"
自分の人生ってつまらん。本当につまらん。どうすれば…といのは弱い発言だな…どうすれば、じゃなくてどうにかしなきゃならん。とにかく自分でやらねば。このままでいいわけがない。,"My life is boring. It's really boring. Wondering ""What should I do?"" is a weak statement... Instead of wondering how, I have to find a way to change things. Anyway, I have to do it myself. It can't go on like this."
多摩川  懐かしい…ちょっと道草 。いい感じに夕焼けショットがとれた [URL],"Tama River, how nostalgic... I took a little detour and managed to capture a nice sunset shot. [URL]"
やっとグリーンロード終わった(-_-;)ｾﾞｪｾﾞｪ 僕坂駄目だわ(ToT),Finally finished the Green Road. I can't handle uphill anymore. (ToT)
見たい見たーい！てか会いたーい！ RT [USER] 本日庭に木が植えられた♪ヽ(´▽｀)/ たったそれだけと思ってたけどだいぶ雰囲気変わってウシシー(*≧∀≦*),"I want to see it, I want to see it! Actually, I want to meet! RT [USER] Today a tree was planted in the garden ♪ヽ(´▽｀)/ I thought it was just that, but the atmosphere has changed quite a bit, hehe (*≧∀≦*)"
山形大学専用シャトルバスに乗る。100円、だけど利用券はキャンパス内でしか買えない。後払いってことで。,"Riding the exclusive shuttle bus for Yamagata University. It costs 100 yen, but the tickets can only be purchased within the campus. It's a pay-on-arrival system."
[USER] みいもシリコンスチーマー欲しい！！温野菜ー＼(^o^)／,[TRANSLATION] [USER] I want the Miimo silicone steamer!! Hot vegetablesー＼(^o^)／
バックホーンの格好良さは半端ない。 俺の苦労を知らずにバイト入れまくるローソンへの復讐として明日髪の毛染めよ。,"The coolness of the backhorn is unmatched. As revenge against Lawson, where they hired part-timers without knowing the hardships I've been through, dye your hair tomorrow."
先輩、後輩と久しぶりの再会。 (@ 夙川駅 (Shukugawa Sta.)) [URL],"Senior and junior, long-awaited reunion. (@ Shukugawa Station) [URL]"
三連休ももうすぐ終わる。もう、あんまりあけましておめでたくありません。,"The long weekend will be ending soon. Honestly, it doesn't feel very celebratory anymore."
[USER] こんにちま(^-^) マス画像ありがとう(^з^)-☆ 仕事で観れなかったから、嬉しい！ ひろさんのおかげで、バッチリ録画予約はしてきたよー 体調良くなったみたいで良かった(^-^),"[Assistant] Good afternoon (^-^) Thank you for the beautiful image of the masu. I couldn't watch because of work, so I'm happy! Thanks to Hiro-san, I've made a perfect recording reservation. I'm glad to hear that you're feeling better (^-^)"
何してんだかねぇ…まったく。ケータイが鳴らねぇ日だ今日は(♯｀∧´),What are you doing... Seriously. Today is a day when my phone isn't ringing (♯｀∧´)
おはようございます。これからはやぶさ号のグリーン車に乗るっす！楽しみ！,Good morning. I'm going to ride the Hayabusa Green Car from now on! I'm excited!
小学生までしか遊べないとか… 年齢制限は罪。(泣) [URL],"""I can only play until elementary school... Age restrictions are a crime. (Crying)"" [URL]"
[USER] ワンズが無事で何よりです（;￣O￣）カナダで人が襲われて死亡なんてニュースが何年か前にもあった気がします。気をつけて下さい。,[TRANSLATION] I'm glad the Ones are safe (;￣O￣) I feel like there was news a few years ago about people being attacked and killed in Canada. Please be careful.
WRC セリカとフォード大量入荷!犬山みなみまち夏祭り( ´△｀) [URL],WRC Celica and Ford in stock in large quantities! Inuyama Minami-machi Summer Festival (´△｀) [URL]
まさかの、V6のだーりんだーりんいんじゃーない♪が頭にめぐる。,"Unexpectedly, the ""Daarin Daarin Injaanai♪"" of V6 loops in my mind."
子供の頃から通ってた中華屋、今日も満席 @ 燕京にタッチ！ [URL],"I've been going to the Chinese restaurant since I was a child, and today it's also fully booked at Enkyo! [URL]"
[USER] そうだよ♪(^^)本当にお世話になった人だからね！行かないとね！,"[Assistant] That's right! (^ ^) Since they really took care of me, I have to go!"
小林 雅佳は『豊島区』に転入した事にしときましょう。 [URL] #shindanmaker,"Let's say Masayoshi Kobayashi transferred to ""Toshima ward."" [URL] #shindanmaker"
私のパーソナルカラーはサマーでした。エレガント、上品、ソフト、フェミニン、知的なイメージ。いいことだらけだ。,"My personal color was summer. Elegant, sophisticated, soft, feminine, and intellectual image. It's full of good things."
[USER] ゆまちん！！リーダー、本当にお疲れ様でした(^o^)/ 蒼井さんから継いだ当初はどうなることかと思いましたが、ここまでよく頑張ってくださいました。きっしーも最初はとても緊張していると思うので、一生懸命支えてあげていってください。,"[YOUR] Yumachin!! Leader, truly thank you for your hard work (^o^)/ When you took over from Aoi-san, I wasn't sure how it would turn out, but you have done a great job up until now. I think Kishi was also very nervous at first, so please continue to support them with all your might."
「白い巨塔」は音楽が秀逸。古畑といい、記憶に残るドラマは音楽が良い。,"""The White Tower"" has excellent music. From Furuhata to memorable dramas, the music is good."
[USER] 正しくその通りですね、以前、民事再生法の運用を行う際に苦労しました！,[ASSISTANT] That's correct. I struggled when implementing the Civil Rehabilitation Act before!
[USER] なんかかわいそう どっちかが勝つともうひとりがかなしくなる それは俺はやだな 友達なのに、、、、、,"[USER] It's kind of pitiful. If one of them wins, the other person will become sad. I don't like that. They are friends, after all..."
昨夜帰省しました。やっぱり実家は落ち着くね?(´▽｀)太らないように気をつけよう(^0^;)良いお年を?☆☆,"I returned to my hometown last night. As expected, being at my parents' house is so calming~ (´▽｀) I'll make sure not to gain weight (^0^;) Have a great New Year~☆☆"
私の津軽弁は沖縄の方言が混ざってるらしい まあ鹿児島に住んでた時期はあったが…,"It seems that my Tsugaru dialect is mixed with Okinawan dialect. Well, I did live in Kagoshima for a while..."
一度ブラックアウトすればすれば良い。そうしないと分からない。夏の電力需給 全国で0.4%不足 [URL] #yjfc_electric_companies,"Once you experience a blackout, you'll understand how important it is. Otherwise, you won't grasp it. Summer electricity demand nationwide faces a 0.4% shortage. [URL] #yjfc_electric_companies"
今日のバイトで少しは進歩したかな？＼(^o^)／ もっと上手くヒト動かせられたら効率上がるよな?。 ま、とりあえず高潔であるようにしよ！,"Did I make any progress in today's part-time job? ＼(^o^)／ If I can handle people more skillfully, it will be more efficient, right? Well, for now, let's strive to maintain integrity!"
ちょろっと走っただけで滝のような汗。水分摂って、思いっきり汗を流して、風呂に入ってガリ梨。素敵じゃないのぉ。にしても、MoonがBig。何だかワナワナしちゃう。 [URL],"I got drenched in sweat just from running a little bit. I'll hydrate, sweat it all out, take a bath, and chill. Isn't it wonderful? By the way, the moon is big. It's making me feel a bit wistful. [URL]"
昨晩、娘が鯛の骨を喉に突き刺した? 耳鼻科を探し回って、彼方にある彦根中央病院を発見! それで、てんやわんやして抜けた骨がこれ。でか!!  そして、無事に抜け、ああ良かったと思い会計に行くと、これがまたなんと、1万7千円也!! チーン！ [URL],"Last night, my daughter accidentally swallowed a fish bone and it got stuck in her throat! We frantically searched for an ENT clinic and finally found Hikone Chuo Hospital nearby. And here is the bone that was successfully removed, it's huge! Relieved, I headed to the counter to pay the bill, only to find out it cost a whopping 17,000 yen! What a bummer! [URL]"
イーガーコーテー、レバニライー。京都来てまで王将な俺もどうなんだ。看板に吸いコマるる。,"""Eager Court, LiverLie. What's the point of coming all the way to Kyoto and then eating at Osho, even for someone like me who's considered a king? It's like being lured in by the signboard."""
[USER] ギャッツビーまだぽよ（ ｉ _ ｉ ）今から音楽聞くぽよ（ ｉ _ ｉ ）  ニューイヤーズイブ、すき＼(^o^)／,[Assistant] Gatsby is still feeling down (ｉ _ ｉ). He will now listen to music (ｉ _ ｉ). Gatsby likes New Year's Eve ＼(^o^)／.
家に帰ってカレー食べ始めたら眠くなってきた… そりゃ昨日２時間しか寝てないから眠くもなるかぁ(´Д` ) でもまだまだ寝ないっ(￣^￣)ゞ,"When I got home and started eating curry, I started feeling sleepy... Well, I only slept for 2 hours yesterday, so it's no wonder I'm feeling sleepy (´Д` ) But I won't sleep yet (￣^￣)ゞ"
最近よく坂野友美に似ているって言われる事が多い。アタシ坂野友美そんなにいいと思わないけど,"Lately, I've been told a lot that I resemble Tomomi Sakano. Personally, I don't think I'm as good as Tomomi Sakano."
石井パパに会いに渋谷へGO?その前にてっちゃんとデート\(//∇//)\,"Go to Shibuya to meet Papa Ishii? But before that, let's go on a date with Tecchan \(//∇//)\"
[USER] かなりエンジン頑張らせましたが何とか登れました（笑）  今度は一緒に行きましょう！,"[USER] I pushed the engine quite hard, but I managed to climb somehow (laughs). Let's go together next time!"
AKB前田卒業らしい。 もしかしたら、次の仕掛けとして、AKBセンター #試験というのがあったりして(´Д` ),"It seems that Maeda from AKB is graduating. Perhaps as the next move, there might be something like an AKB Center Exam (´Д` )"
[USER] はじめまして☆フォローありがとうございます(^^)始めたばっかでよく分かってませんが…よろしくお願いします。洋楽大好きです☆,"Nice to meet you! Thank you for following me (^^) I just started and don't really understand much yet, but please treat me well. I love Western music ☆"
[USER] 失うもん無いからね！笑　マジかぁおめでとうございますヾ(≧∇≦),"[ASSISTANT] It's because there's nothing to lose! Congratulations, seriously! ヾ(≧∇≦)"
